1,2,3,4,5
2018/1/22,1286,29108,12784002.07,0.0772
2018/1/23,1286,25729,13739728.72,0.0875
2018/1/24,1286,31259,12444884.5,0.0851
2018/1/22,1510,0,0,0.0152
2018/1/23,1510,1,0.233,0.0152
2018/1/24,1510,0,0,0.0152
2018/1/22,1119,15889,10977766.32,0.0331
2018/1/23,1119,13876,9162437.138,0.0276
2018/1/24,1119,11718,14136871.48,0.0339
2018/1/22,1945,2794,867940.575,0.009
2018/1/23,1945,4224,2241833.438,0.0146
2018/1/24,1945,2986,655262.115,0.0087
2018/1/22,1708,13898,12484176.37,0.0502
2018/1/23,1708,15362,15500827.09,0.0611
2018/1/24,1708,15840,17123801.65,0.064
2018/1/22,1449,16812,13577598.52,0.0716
2018/1/23,1449,14369,15419708.94,0.0651
2018/1/24,1449,14771,6652935.848,0.035
2018/1/22,1205,10962,2375031.568,0.0247
2018/1/23,1205,9670,2701463.249,0.0258
2018/1/24,1205,10185,2077251.314,0.0231
2018/1/22,1255,27086,15732248.37,0.0827
2018/1/23,1255,26166,14350973.13,0.0809
2018/1/24,1255,22776,19517430.33,0.0968
2018/1/22,1958,51612,21298581.96,0.045
2018/1/23,1958,43880,17974208.14,0.0398
2018/1/24,1958,51731,19053394.76,0.0406
2018/1/22,1359,81354,30257595.69,0.1017
2018/1/23,1359,84625,27644754.15,0.1086
2018/1/24,1359,89730,28805709.48,0.1066
2018/1/22,1221,31032,72587365.14,0.1585
2018/1/23,1221,25139,57479421.58,0.1338
2018/1/24,1221,11571,21071476.69,0.052
2018/1/22,1100,65766,30891386.81,0.1226
2018/1/23,1100,66988,48990974.72,0.1692
2018/1/24,1100,63038,29001328.65,0.109
2018/1/22,1655,5100,2512782.05,0.0187
2018/1/23,1655,4776,1686912.275,0.0146
2018/1/24,1655,4657,1429903.837,0.015
2018/1/22,1956,4726,3349308.854,0.0137
2018/1/23,1956,5266,3171932.269,0.0138
2018/1/24,1956,4684,2931684.803,0.0129
2018/1/22,1960,37596,33638392.88,0.1204
2018/1/23,1960,36007,34252460.85,0.1286
2018/1/24,1960,36099,28335954.94,0.0976
2018/1/22,1000,33698,25860563.45,0.0838
2018/1/23,1000,32911,22795525.25,0.0764
2018/1/24,1000,33907,20765151.82,0.0733
2018/1/22,1547,6410,3993708.071,0.0203
2018/1/23,1547,8038,3947802.17,0.021
2018/1/24,1547,7244,2309265.741,0.0149
2018/1/22,1899,3295,848431.493,0.0126
2018/1/23,1899,2620,717315.792,0.0119
2018/1/24,1899,2944,1683235.27,0.018
2018/1/22,1132,58043,34251894.82,0.0962
2018/1/23,1132,59781,39908905.26,0.0987
2018/1/24,1132,57205,25044935.39,0.0798
2018/1/22,1804,36230,37987853.65,0.1077
2018/1/23,1804,37651,40195581.23,0.1077
2018/1/24,1804,38381,37656735.44,0.1052
2018/1/22,1672,16353,15161203.32,0.1642
2018/1/23,1672,16358,19149089.74,0.1615
2018/1/24,1672,15871,14345547.54,0.1547
2018/1/22,1929,6499,11031852.09,0.0317
2018/1/23,1929,8551,4404592.631,0.0243
2018/1/24,1929,7373,5507405.564,0.03
2018/1/22,1536,13090,3605211.288,0.0383
2018/1/23,1536,9761,7320502.247,0.0544
2018/1/24,1536,9972,4128546.447,0.0388
2018/1/22,1123,5418,5090862.047,0.024
2018/1/23,1123,6613,4460128.666,0.0222
2018/1/24,1123,7702,4882801.708,0.0238
2018/1/22,1811,4961,1902294.959,0.0153
2018/1/23,1811,6048,2993938.125,0.0192
2018/1/24,1811,5770,2050695.657,0.0145
2018/1/22,1730,7914,4799496.267,0.0228
2018/1/23,1730,9543,4708832.333,0.0225
2018/1/24,1730,8891,3898503.257,0.0223
2018/1/22,1020,34734,18468952.09,0.0662
2018/1/23,1020,36362,22213962.32,0.0715
2018/1/24,1020,39031,17595738.47,0.0625
2018/1/22,1903,9198,4921676.187,0.0494
2018/1/23,1903,8896,5901534.164,0.0764
2018/1/24,1903,10194,5037784.851,0.0423
2018/1/22,1837,12047,8739881.976,0.0367
2018/1/23,1837,10083,6992816.277,0.0335
2018/1/24,1837,9709,7421272.554,0.0324
2018/1/22,1003,21228,14145177.89,0.0844
2018/1/23,1003,18683,12442639.12,0.0597
2018/1/24,1003,19715,15597925.85,0.0684
2018/1/22,1756,4238,2806834.656,0.0315
2018/1/23,1756,3184,1625218.056,0.0252
2018/1/24,1756,3407,730743.021,0.0224
2018/1/22,1461,49498,12990563.02,0.0376
2018/1/23,1461,46938,14288265.53,0.0396
2018/1/24,1461,42413,9789037.162,0.0321
2018/1/22,1575,1447,200452.847,0.0167
2018/1/23,1575,1311,148196.049,0.0161
2018/1/24,1575,2218,579586.955,0.0172
2018/1/22,1834,35801,29670373.94,0.1038
2018/1/23,1834,31209,21595434.31,0.0822
2018/1/24,1834,32255,24382718.52,0.0826
2018/1/22,1423,26629,7536710.794,0.0382
2018/1/23,1423,26095,8542518.403,0.0402
2018/1/24,1423,27235,9302250.309,0.0416
2018/1/22,1716,62468,29737074.59,0.1043
2018/1/23,1716,71377,31158163.96,0.1091
2018/1/24,1716,59665,32148220.35,0.1102
2018/1/22,1342,9439,1315754.394,0.0135
2018/1/23,1342,9360,1243610.129,0.0134
2018/1/24,1342,9380,2446771.249,0.0163
2018/1/22,1266,39445,27228063.31,0.0709
2018/1/23,1266,44642,37194564.27,0.0829
2018/1/24,1266,43398,42416542.28,0.0906
2018/1/22,1807,1252,556657.034,0.0123
2018/1/23,1807,1287,1123713.088,0.0155
2018/1/24,1807,1316,1218976.715,0.0146
2018/1/22,1846,11890,2458731.202,0.0187
2018/1/23,1846,13928,3707349.151,0.0211
2018/1/24,1846,13274,5054841.38,0.0213
2018/1/22,1162,938,240447.242,0.0084
2018/1/23,1162,823,498969.922,0.0087
2018/1/24,1162,711,126440.364,0.0083
2018/1/22,1520,3083,2782066.787,0.0141
2018/1/23,1520,9959,6871611.811,0.0206
2018/1/24,1520,2692,2168426.87,0.0129
2018/1/22,1517,2680,295515.46,0.0168
2018/1/23,1517,2508,324390.595,0.0178
2018/1/24,1517,2290,135018.795,0.0156
2018/1/22,1979,38885,20816234.26,0.0656
2018/1/23,1979,40472,15609175.98,0.0505
2018/1/24,1979,43334,21463696.74,0.0594
2018/1/22,1876,34191,13371688.64,0.06
2018/1/23,1876,33934,15607303.73,0.0608
2018/1/24,1876,35387,18113535.06,0.0715
2018/1/22,1554,81641,35793703.47,0.0826
2018/1/23,1554,86690,38851956.74,0.0928
2018/1/24,1554,79310,30797530.37,0.0859
2018/1/22,1932,42554,12851007.98,0.048
2018/1/23,1932,41504,14249000.73,0.05
2018/1/24,1932,40424,11466246.17,0.0416
2018/1/22,1420,20344,14343149.24,0.0389
2018/1/23,1420,24606,16419544.3,0.0439
2018/1/24,1420,22872,11921812.82,0.0357
2018/1/22,1988,74826,74597616.05,0.1806
2018/1/23,1988,82879,81171060.33,0.2033
2018/1/24,1988,71763,75080159.91,0.1698
2018/1/22,1247,0,0,/0
2018/1/23,1247,0,0,/0
2018/1/24,1247,0,0,/0
2018/1/22,1309,45829,18860309.54,0.1007
2018/1/23,1309,46538,23811460.77,0.1141
2018/1/24,1309,46965,27023426.3,0.1222
2018/1/22,1969,15327,13769176.38,0.0526
2018/1/23,1969,14630,14796617.54,0.0462
2018/1/24,1969,13664,12494397.89,0.0371
2018/1/22,1630,1424,285310.706,0.0077
2018/1/23,1630,1371,139079.602,0.0068
2018/1/24,1630,2489,733369.54,0.0094
2018/1/22,1760,68445,31184828.16,0.0715
2018/1/23,1760,68307,35079238,0.075
2018/1/24,1760,66252,31935021.22,0.0803
2018/1/22,1233,127324,71114736.8,0.1533
2018/1/23,1233,141223,65144997.07,0.1375
2018/1/24,1233,138147,73426974.76,0.1451
2018/1/22,1728,1092,877091.259,0.01
2018/1/23,1728,867,1161425.631,0.0103
2018/1/24,1728,1100,421333.969,0.0091
2018/1/22,1593,3001,2140406.884,0.0143
2018/1/23,1593,3276,1080756.088,0.0112
2018/1/24,1593,2699,2768000.954,0.0155
2018/1/22,1934,1229,292316.387,0.0085
2018/1/23,1934,354,52499.083,0.0077
2018/1/24,1934,262,40555.175,0.0077
2018/1/22,1645,37117,32732738.96,0.1063
2018/1/23,1645,37019,32930492.24,0.0903
2018/1/24,1645,36866,28667724.36,0.0848
2018/1/22,1005,0,0,/0
