1,2,3,4,5
2017/12/10,1286,10884,9714850.58,0.0709
2017/12/11,1286,23412,7857397.107,0.0585
2017/12/12,1286,22074,8280692.075,0.0551
2017/12/10,1510,0,0,0.0149
2017/12/11,1510,0,0,0.0153
2017/12/12,1510,0,0,0.0153
2017/12/10,1119,15433,8695734.423,0.023
2017/12/11,1119,11278,4090432.168,0.0171
2017/12/12,1119,15534,9341809.023,0.0249
2017/12/10,1945,1659,1667948.118,0.013
2017/12/11,1945,2185,1199059.849,0.0119
2017/12/12,1945,3637,3078570.528,0.0231
2017/12/10,1708,14009,19592030.65,0.0686
2017/12/11,1708,46784,13407245.51,0.0694
2017/12/12,1708,76156,11415394.42,0.0675
2017/12/10,1449,17833,12840225.67,0.065
2017/12/11,1449,16921,12326287.63,0.0785
2017/12/12,1449,16106,9273384.717,0.0491
2017/12/10,1205,3821,2800311.034,0.0269
2017/12/11,1205,4025,2767260.004,0.0272
2017/12/12,1205,4730,3101789.441,0.0264
2017/12/10,1255,24323,9705592.553,0.0473
2017/12/11,1255,22190,11503554.27,0.0481
2017/12/12,1255,22557,14116229.54,0.0644
2017/12/10,1958,46645,15176138.68,0.037
2017/12/11,1958,40342,9781860.691,0.0274
2017/12/12,1958,38716,7941882.24,0.0257
2017/12/10,1359,190823,64341607.7,0.2188
2017/12/11,1359,192060,39932852.71,0.1581
2017/12/12,1359,180590,55259843.44,0.2087
2017/12/10,1221,27609,110905791.2,0.2331
2017/12/11,1221,29532,83773119.3,0.1924
2017/12/12,1221,30315,93687440.37,0.21
2017/12/10,1100,64997,30960216.49,0.1277
2017/12/11,1100,65073,34571138.34,0.1475
2017/12/12,1100,67413,38402485.86,0.1835
2017/12/10,1655,229,2334047.835,0.0116
2017/12/11,1655,2103,1399159.131,0.0108
2017/12/12,1655,1038,970905.056,0.0093
2017/12/10,1956,5728,1255177.139,0.0107
2017/12/11,1956,676,324356.463,0.0093
2017/12/12,1956,1694,1556765.736,0.0107
2017/12/10,1960,33788,19518535.89,0.108
2017/12/11,1960,31504,12844035.58,0.0674
2017/12/12,1960,30678,13179733.15,0.0626
2017/12/10,1000,36715,28106813.96,0.0985
2017/12/11,1000,35118,17810594.93,0.0711
2017/12/12,1000,35453,19830358.12,0.0911
2017/12/10,1547,5035,5409506.269,0.024
2017/12/11,1547,6357,5704117.428,0.0288
2017/12/12,1547,8238,3522474.604,0.019
2017/12/10,1899,546,752440.259,0.0101
2017/12/11,1899,3732,627363.233,0.0106
2017/12/12,1899,2977,807683.344,0.0132
2017/12/10,1132,62831,48527661.48,0.3096
2017/12/11,1132,47919,42504651.39,0.2598
2017/12/12,1132,54735,36974298.1,0.2067
2017/12/10,1804,16150,32928674.08,0.1117
2017/12/11,1804,32986,30222301.36,0.1086
2017/12/12,1804,32218,33556406.63,0.1127
2017/12/10,1672,18763,19129211.27,0.178
2017/12/11,1672,15297,12378836.69,0.1177
2017/12/12,1672,15348,13110898.75,0.1323
2017/12/10,1929,7411,3753862.873,0.0195
2017/12/11,1929,5678,2040957.757,0.0174
2017/12/12,1929,6804,1802439.092,0.0179
2017/12/10,1536,16565,17090418.75,0.0992
2017/12/11,1536,16415,8857192.827,0.0591
2017/12/12,1536,13871,12814502.22,0.084
2017/12/10,1123,5132,3926604.307,0.0176
2017/12/11,1123,5137,1529347.598,0.0132
2017/12/12,1123,4731,1271271.166,0.0122
2017/12/10,1811,3153,1191316.05,0.0131
2017/12/11,1811,2763,1408241.64,0.0128
2017/12/12,1811,2689,888645.079,0.0116
2017/12/10,1730,5976,2056123.897,0.0136
2017/12/11,1730,5906,4663127.187,0.0199
2017/12/12,1730,6422,1862538.132,0.0146
2017/12/10,1020,31875,17649231.77,0.0565
2017/12/11,1020,31110,17462737.53,0.0577
2017/12/12,1020,32244,28849576.25,0.0899
2017/12/10,1903,10672,3081724.307,0.0421
2017/12/11,1903,11794,2932659.829,0.0418
2017/12/12,1903,11412,3255601.505,0.0422
2017/12/10,1837,52038,77767594.65,0.2341
2017/12/11,1837,73377,111366897.9,0.3325
2017/12/12,1837,68910,120142394.6,0.3382
2017/12/10,1003,20283,12382821.94,0.0338
2017/12/11,1003,31074,13695477.23,0.0344
2017/12/12,1003,29819,11745386.34,0.034
2017/12/10,1756,3053,2429294.633,0.03
2017/12/11,1756,3758,2877115.848,0.0273
2017/12/12,1756,3558,1304747.631,0.0218
2017/12/10,1461,4230,574461.203,0.0093
2017/12/11,1461,39898,8693657.365,0.0313
2017/12/12,1461,38975,10046480.23,0.0346
2017/12/10,1575,0,0,/0
2017/12/11,1575,0,0,/0
2017/12/12,1575,0,0,/0
2017/12/10,1834,40269,24631462.24,0.0927
2017/12/11,1834,32661,20272059.85,0.0843
2017/12/12,1834,31252,19808236.71,0.0815
2017/12/10,1423,28948,9088525.52,0.0574
