1,2,3,4,5
2018/2/1,1286,23504,9830287.68,0.0686
2018/2/2,1286,26307,11211870.38,0.071
2018/2/3,1286,15929,5194446.483,0.044
2018/2/1,1510,0,0,0.0152
2018/2/2,1510,1,0.565,0.0152
2018/2/3,1510,0,0,0.0148
2018/2/1,1119,8739,9407356.217,0.0259
2018/2/2,1119,8384,8027530.047,0.0236
2018/2/3,1119,8757,6226328.396,0.0216
2018/2/1,1945,3164,493564.506,0.0075
2018/2/2,1945,2647,530287.226,0.0079
2018/2/3,1945,4021,1218184.777,0.0117
2018/2/1,1708,15358,18203447.74,0.0652
2018/2/2,1708,15353,17841769.41,0.0671
2018/2/3,1708,16204,17690128.31,0.0657
2018/2/1,1449,13600,9693053.874,0.0457
2018/2/2,1449,12266,9473102.966,0.044
2018/2/3,1449,12553,15612316.85,0.0698
2018/2/1,1205,9998,1699590.834,0.0196
2018/2/2,1205,10980,2546116.978,0.0279
2018/2/3,1205,9765,1729895.85,0.0178
2018/2/1,1255,21901,13586059.67,0.0541
2018/2/2,1255,22347,16506020.33,0.0691
2018/2/3,1255,26769,23842041.81,0.0808
2018/2/1,1958,47811,20426336.22,0.0467
2018/2/2,1958,44783,23241890.39,0.0475
2018/2/3,1958,48773,29372378.24,0.0532
2018/2/1,1359,84853,29890721.46,0.102
2018/2/2,1359,81684,32295040.9,0.108
2018/2/3,1359,85940,26874548.59,0.0995
2018/2/1,1221,1,101.753,0.0074
2018/2/2,1221,0,3.633,0.0074
2018/2/3,1221,0,609.673,0.0073
2018/2/1,1100,32067,23320625.21,0.0921
2018/2/2,1100,31378,31871000,0.1226
2018/2/3,1100,28403,18404587.64,0.0809
2018/2/1,1655,4625,3201900.847,0.0191
2018/2/2,1655,4878,3172064.881,0.0214
2018/2/3,1655,16,22.759,0.0067
2018/2/1,1956,5789,2514065.056,0.0129
2018/2/2,1956,4594,2890941.796,0.0133
2018/2/3,1956,5447,3786851.323,0.0145
2018/2/1,1960,32321,18358640.34,0.0745
2018/2/2,1960,31083,22600009.21,0.0886
2018/2/3,1960,32114,16741640.14,0.0692
2018/2/1,1000,33347,28717885.17,0.1006
2018/2/2,1000,30349,18880396.09,0.0802
2018/2/3,1000,32057,24172800.26,0.0918
2018/2/1,1547,6004,3463190.142,0.0193
2018/2/2,1547,6879,6047663.602,0.024
2018/2/3,1547,5821,3417861.173,0.0185
2018/2/1,1899,2445,1506602.05,0.0159
2018/2/2,1899,2664,2298826.405,0.0187
2018/2/3,1899,815,333538.859,0.0095
2018/2/1,1132,57123,20290289.98,0.0561
2018/2/2,1132,75730,25723203.05,0.0572
2018/2/3,1132,68302,22227382.38,0.0554
2018/2/1,1804,37969,44937184.77,0.1202
2018/2/2,1804,34795,51561089.92,0.1334
2018/2/3,1804,29188,33049993.72,0.0961
2018/2/1,1672,19719,13254485.46,0.1126
2018/2/2,1672,20668,15645603.14,0.1454
2018/2/3,1672,19443,18797427.23,0.1745
