1,2,3,4,5
2018/1/1,1286,16344,6164425.989,0.0647
2018/1/2,1286,28082,7547764.149,0.0584
2018/1/3,1286,25971,11155427.92,0.0891
2018/1/1,1510,0,0,0.015
2018/1/2,1510,0,0,0.0152
2018/1/3,1510,0,0,0.0152
2018/1/1,1119,16939,15389743.5,0.0416
2018/1/2,1119,14932,17350188.52,0.0419
2018/1/3,1119,15212,14009245.83,0.0344
2018/1/1,1945,2846,838589.877,0.0084
2018/1/2,1945,3840,1088021.011,0.0097
2018/1/3,1945,5139,930944.356,0.0095
2018/1/1,1708,72082,7292236.677,0.0555
2018/1/2,1708,69637,8160478.365,0.0559
2018/1/3,1708,71027,10906078.64,0.0674
2018/1/1,1449,14670,21278819.57,0.0921
2018/1/2,1449,15497,18281869.19,0.0862
2018/1/3,1449,15832,12398214.27,0.0676
2018/1/1,1205,4186,5492540.873,0.0392
2018/1/2,1205,4358,4197181.722,0.0345
2018/1/3,1205,5124,3949406.393,0.0311
2018/1/1,1255,23328,20473169.01,0.0738
2018/1/2,1255,20492,20999224.05,0.1065
2018/1/3,1255,21363,24098348.45,0.1323
2018/1/1,1958,54811,14326149.84,0.0366
2018/1/2,1958,45115,13502051.49,0.0343
2018/1/3,1958,49013,8388618.991,0.0275
2018/1/1,1359,156467,49133650.09,0.1801
2018/1/2,1359,106874,30607443.24,0.1155
2018/1/3,1359,83607,34216585.04,0.1176
2018/1/1,1221,18494,60243696.63,0.1357
2018/1/2,1221,29059,72785283.48,0.1722
2018/1/3,1221,31151,83489711.54,0.1808
2018/1/1,1100,67216,33898209.72,0.1511
2018/1/2,1100,65843,29830931.14,0.122
2018/1/3,1100,65389,32604100.99,0.1392
2018/1/1,1655,495,10439.177,0.0068
2018/1/2,1655,511,20467.164,0.0069
2018/1/3,1655,519,53842.732,0.0071
2018/1/1,1956,3075,1787978.48,0.0107
2018/1/2,1956,5394,2575565.665,0.0126
2018/1/3,1956,4503,2386796.899,0.0127
2018/1/1,1960,39042,21000749.41,0.0934
2018/1/2,1960,31131,19264950.6,0.0789
2018/1/3,1960,32946,19136960.41,0.0848
2018/1/1,1000,46302,28409158.4,0.1115
2018/1/2,1000,34682,25688056.82,0.0968
2018/1/3,1000,31605,18107961.12,0.0694
2018/1/1,1547,4894,6998220.444,0.0296
2018/1/2,1547,6681,3578565.142,0.0171
2018/1/3,1547,6427,8318566.726,0.0268
2018/1/1,1899,582,84285.069,0.0075
2018/1/2,1899,3006,576011.03,0.0104
2018/1/3,1899,2885,834020.701,0.0115
2018/1/1,1132,48820,39682633.19,0.2456
2018/1/2,1132,46157,36017449.08,0.2312
2018/1/3,1132,57141,35499287.96,0.2311
2018/1/1,1804,7153,19993703.14,0.0582
2018/1/2,1804,37770,33633614.15,0.0923
2018/1/3,1804,30887,32861633.69,0.1223
2018/1/1,1672,16738,11635202.88,0.1073
2018/1/2,1672,15372,12947295.79,0.1378
2018/1/3,1672,14034,12855835.47,0.1179
2018/1/1,1929,6767,2199342.717,0.0192
2018/1/2,1929,8287,2208687.602,0.0188
2018/1/3,1929,8374,3474218.977,0.024
2018/1/1,1536,16533,9021935.489,0.0673
2018/1/2,1536,15228,5466547.603,0.046
2018/1/3,1536,12661,3876802.609,0.0385
2018/1/1,1123,6754,3811286.049,0.021
2018/1/2,1123,7630,3905926.326,0.0204
2018/1/3,1123,6018,4000043.358,0.019
2018/1/1,1811,6301,1598798.845,0.0145
2018/1/2,1811,4779,1194559.165,0.0141
2018/1/3,1811,4502,2953351.049,0.0157
2018/1/1,1730,7032,3285156.482,0.018
2018/1/2,1730,6371,3918046.125,0.0198
2018/1/3,1730,6051,4117937.52,0.0211
2018/1/1,1020,39674,24283171.95,0.0738
2018/1/2,1020,32054,19210705.09,0.0625
2018/1/3,1020,32080,15675241.25,0.0612
2018/1/1,1903,14946,6792449.315,0.0819
2018/1/2,1903,13099,6418835.441,0.0644
2018/1/3,1903,11643,6593207.369,0.064
2018/1/1,1837,18937,22424815.18,0.0786
2018/1/2,1837,47181,62738441.92,0.1668
2018/1/3,1837,42451,55872249.7,0.1574
2018/1/1,1003,15608,21195220.95,0.0734
2018/1/2,1003,27375,22826419.77,0.0932
2018/1/3,1003,26972,14658907.31,0.0429
2018/1/1,1756,3135,639593.032,0.0211
2018/1/2,1756,2318,455249.102,0.0195
2018/1/3,1756,2513,608446.254,0.0198
2018/1/1,1461,8522,2662393.027,0.017
2018/1/2,1461,42296,7452055.177,0.0307
2018/1/3,1461,39067,11296959.39,0.0386
2018/1/1,1575,0,0,/0
2018/1/2,1575,0,0,/0
2018/1/3,1575,0,0,/0
2018/1/1,1834,40892,23869600.46,0.0919
2018/1/2,1834,32030,20638241.15,0.0806
2018/1/3,1834,30191,32669927.56,0.1186
2018/1/1,1423,16057,4120073.948,0.0417
2018/1/2,1423,15854,9031685.539,0.0658
2018/1/3,1423,27771,12873483.62,0.0562
2018/1/1,1716,51591,26204425.68,0.0831
2018/1/2,1716,53837,23841690.53,0.0801
2018/1/3,1716,57327,23185338.56,0.083
2018/1/1,1342,11536,1150390.114,0.0125
2018/1/2,1342,10269,1089882.976,0.0146
2018/1/3,1342,9991,1111752.589,0.0123
2018/1/1,1266,39028,11526826.42,0.0471
2018/1/2,1266,42025,15570925.25,0.0522
2018/1/3,1266,39329,17713873.99,0.0631
2018/1/1,1807,407,111861.654,0.0097
2018/1/2,1807,951,988997.083,0.0153
2018/1/3,1807,1041,646212.827,0.0133
2018/1/1,1846,12920,4827854.447,0.0253
2018/1/2,1846,15746,10156779.32,0.0286
2018/1/3,1846,15734,6157362.282,0.0251
2018/1/1,1162,843,6839732.629,0.0179
2018/1/2,1162,706,425354.447,0.0094
2018/1/3,1162,653,323018.344,0.0091
2018/1/1,1520,4615,5195267.851,0.0186
2018/1/2,1520,4749,2809534.487,0.014
2018/1/3,1520,6269,3102086.999,0.0157
2018/1/1,1517,2193,260160.65,0.016
2018/1/2,1517,2092,603259.148,0.0189
2018/1/3,1517,2196,269753.47,0.0165
2018/1/1,1979,37360,20065959.59,0.0605
2018/1/2,1979,42875,16748506.93,0.0567
2018/1/3,1979,38302,18637878.18,0.0566
2018/1/1,1876,27376,13423575.28,0.0546
2018/1/2,1876,35400,20346562.39,0.0853
2018/1/3,1876,40548,25322881.71,0.0991
2018/1/1,1554,98478,46674572.57,0.1305
2018/1/2,1554,87368,55448731.99,0.1421
2018/1/3,1554,93757,45736150.28,0.1249
2018/1/1,1932,38397,14236269.13,0.045
2018/1/2,1932,36907,12011878.13,0.0365
2018/1/3,1932,40352,14932687.27,0.0415
2018/1/1,1420,54866,21337912.44,0.0507
2018/1/2,1420,22043,10050039.01,0.0312
2018/1/3,1420,20543,15723405.32,0.0386
2018/1/1,1988,89087,85727705.37,0.1974
2018/1/2,1988,153315,125734290.3,0.3289
2018/1/3,1988,164440,154277040.9,0.3615
2018/1/1,1247,0,0,/0
2018/1/2,1247,0,0,/0
2018/1/3,1247,0,0,/0
2018/1/1,1309,59004,30004088.44,0.1387
2018/1/2,1309,51636,22266301.85,0.1012
2018/1/3,1309,51474,26161971.99,0.1109
2018/1/1,1969,16872,19600708.62,0.0485
2018/1/2,1969,17838,16137592.95,0.0427
2018/1/3,1969,17193,19134542.42,0.0493
2018/1/1,1630,1544,81939.319,0.0066
2018/1/2,1630,1345,72006.758,0.0066
