1,2,3,4,5
2018/2/19,1286,4907,2169047.328,0.0266
2018/2/20,1286,6306,2018775.463,0.0256
2018/2/21,1286,6672,2110816.246,0.0277
2018/2/19,1510,0,0,0.0144
2018/2/20,1510,9,334.054,0.0145
2018/2/21,1510,0,0,0.0145
2018/2/19,1119,4310,4714742.916,0.0159
2018/2/20,1119,7645,6146507.064,0.0212
2018/2/21,1119,5761,4603267.567,0.0169
2018/2/19,1945,907,104878.309,0.0054
2018/2/20,1945,3059,801547.034,0.0063
2018/2/21,1945,3655,619312.414,0.0066
2018/2/19,1708,29196,3732875.36,0.0304
2018/2/20,1708,29976,3807168.142,0.031
2018/2/21,1708,33030,4283756.538,0.0319
2018/2/19,1449,7137,10319372.77,0.045
2018/2/20,1449,6074,4597970.974,0.0292
2018/2/21,1449,9031,7505871.68,0.0361
2018/2/19,1205,9502,2402850.401,0.0185
2018/2/20,1205,10674,3238585.971,0.0243
2018/2/21,1205,13424,2292997.732,0.0211
2018/2/19,1255,27554,14447833.17,0.0644
2018/2/20,1255,27316,21357850.3,0.0802
2018/2/21,1255,24124,20433418.91,0.0772
2018/2/19,1958,53502,27027541.45,0.0502
2018/2/20,1958,54614,27397846.33,0.0544
2018/2/21,1958,52656,33826679.46,0.0569
2018/2/19,1359,83401,38954505.99,0.1125
2018/2/20,1359,73704,29141463.05,0.1003
2018/2/21,1359,81062,38660962.4,0.119
2018/2/19,1221,0,0,0.007
2018/2/20,1221,0,2.938,0.007
2018/2/21,1221,0,0,0.007
2018/2/19,1100,44879,18249610.41,0.0674
2018/2/20,1100,47039,28749871.32,0.096
2018/2/21,1100,49920,31570102.37,0.0934
2018/2/19,1655,72,6013.635,0.0064
2018/2/20,1655,21,61.408,0.0065
2018/2/21,1655,273,1322019.434,0.0088
2018/2/19,1956,0,0,0.0068
2018/2/20,1956,26,105.076,0.0068
2018/2/21,1956,0,0,0.0068
2018/2/19,1960,25604,19562473.5,0.0966
2018/2/20,1960,32724,21311516.22,0.0887
2018/2/21,1960,30129,14843382.25,0.0628
2018/2/19,1000,43386,30380686.41,0.1127
2018/2/20,1000,42589,31999295.85,0.1153
2018/2/21,1000,39230,26600317.43,0.1085
2018/2/19,1547,3895,2340756.079,0.0138
2018/2/20,1547,3640,1404670.267,0.011
2018/2/21,1547,2929,2211352.995,0.0122
2018/2/19,1899,379,6221.321,0.007
2018/2/20,1899,291,154142.763,0.0079
2018/2/21,1899,596,221550.625,0.0084
2018/2/19,1132,39941,12430705.67,0.0338
2018/2/20,1132,48274,9641522.428,0.0303
2018/2/21,1132,43382,13717914.57,0.0389
2018/2/19,1804,3716,11525136.53,0.0386
2018/2/20,1804,6028,12267660.16,0.0418
2018/2/21,1804,10412,16660239.28,0.0531
2018/2/19,1672,9185,4234759.799,0.059
2018/2/20,1672,9597,3908607.399,0.0544
2018/2/21,1672,12454,10292109.33,0.0826
2018/2/19,1929,4700,2434316.391,0.0167
2018/2/20,1929,5248,3330788.22,0.0198
2018/2/21,1929,5418,2281450.613,0.0194
2018/2/19,1536,11360,14612701.07,0.1026
2018/2/20,1536,10630,12460234.7,0.0841
2018/2/21,1536,12107,12825024.62,0.0778
2018/2/19,1123,7940,2099908.665,0.0151
2018/2/20,1123,8903,2549225.354,0.015
2018/2/21,1123,8842,2756331.971,0.0166
2018/2/19,1811,139,6103.478,0.0071
2018/2/20,1811,83,945.881,0.0071
2018/2/21,1811,146,7939.816,0.0072
2018/2/19,1730,5939,1911091.448,0.0134
2018/2/20,1730,6058,5381217.128,0.021
2018/2/21,1730,5543,2200872.963,0.0152
2018/2/19,1020,26045,15828904.81,0.0546
2018/2/20,1020,33142,16999365.5,0.0576
2018/2/21,1020,29468,15876488.4,0.0555
2018/2/19,1903,6974,4202169.285,0.0309
2018/2/20,1903,8356,6371987.837,0.0441
2018/2/21,1903,9106,2287293.782,0.0247
2018/2/19,1837,3043,844899.35,0.0125
2018/2/20,1837,3946,806881.136,0.0125
2018/2/21,1837,3644,2487130.222,0.016
2018/2/19,1003,3636,4606728.008,0.0115
2018/2/20,1003,3715,4797201.314,0.0119
2018/2/21,1003,4309,4706792.107,0.0113
2018/2/19,1756,3181,369242.137,0.0175
2018/2/20,1756,3186,403613.673,0.0178
2018/2/21,1756,3355,975382.11,0.0198
2018/2/19,1461,2357,3999789.018,0.0147
2018/2/20,1461,3316,3895533.536,0.0164
2018/2/21,1461,2863,2719913.781,0.0161
2018/2/19,1575,443,63995.394,0.0147
2018/2/20,1575,118,10034.511,0.0145
2018/2/21,1575,629,36725.203,0.0146
2018/2/19,1834,22065,6764333.831,0.0318
2018/2/20,1834,25254,16216003.97,0.0539
2018/2/21,1834,21089,12398860.22,0.0507
2018/2/19,1423,24487,9302774.38,0.0409
2018/2/20,1423,27667,8546581.468,0.0425
2018/2/21,1423,27842,7110572.132,0.0357
2018/2/19,1716,55292,22383252.32,0.0581
2018/2/20,1716,48911,18540244.64,0.0541
2018/2/21,1716,57954,18563586.4,0.0615
2018/2/19,1342,8113,1252237.368,0.0134
2018/2/20,1342,7545,521560.567,0.0099
2018/2/21,1342,7763,569724.768,0.0095
2018/2/19,1266,33552,23435433.51,0.059
2018/2/20,1266,39762,17379917.86,0.054
2018/2/21,1266,39112,16971913.82,0.0581
2018/2/19,1807,792,320879.556,0.0102
2018/2/20,1807,836,301965.081,0.0105
2018/2/21,1807,863,556599.232,0.0127
2018/2/19,1846,4144,801591.272,0.0113
2018/2/20,1846,4169,936312.94,0.0133
2018/2/21,1846,4712,759392.803,0.0118
2018/2/19,1162,622,1284867.766,0.0099
2018/2/20,1162,393,649355.891,0.0087
2018/2/21,1162,446,110459.398,0.0078
2018/2/19,1520,2003,2087791.47,0.013
2018/2/20,1520,2559,1851610.386,0.0112
2018/2/21,1520,2835,937193.315,0.0106
2018/2/19,1517,2444,456203.044,0.017
2018/2/20,1517,2342,1077134.089,0.0199
2018/2/21,1517,2360,497897.691,0.0173
2018/2/19,1979,2022,1855145.07,0.0172
2018/2/20,1979,2451,3727052.274,0.0159
2018/2/21,1979,1581,203679.794,0.0092
2018/2/19,1876,25869,12402366.72,0.0427
2018/2/20,1876,24881,10924389.05,0.0417
2018/2/21,1876,25981,9013133.975,0.0383
2018/2/19,1554,83660,36894537.11,0.0988
2018/2/20,1554,87662,40355878.37,0.105
2018/2/21,1554,89598,57518695.12,0.131
2018/2/19,1932,34651,15345312.9,0.0474
2018/2/20,1932,35558,11319113.95,0.037
2018/2/21,1932,37530,14430908.52,0.0449
2018/2/19,1420,49509,26549358.05,0.0604
2018/2/20,1420,45198,21276344.89,0.0568
2018/2/21,1420,48920,24005936.37,0.0577
2018/2/19,1988,50855,22457452.38,0.0479
2018/2/20,1988,47987,30714793.95,0.0551
2018/2/21,1988,57040,20940124.23,0.0451
2018/2/19,1247,0,0,/0
2018/2/20,1247,0,0,/0
2018/2/21,1247,0,0,/0
2018/2/19,1309,38914,15180606.14,0.0734
