1,2,3,4,5
2018/1/4,1286,29619,10728161.43,0.078
2018/1/5,1286,29008,10200554.38,0.0743
2018/1/6,1286,15483,5007315.079,0.0493
2018/1/4,1510,0,0,0.0152
2018/1/5,1510,0,0,0.0153
2018/1/6,1510,0,0,0.0149
2018/1/4,1119,14403,10352922.44,0.0292
2018/1/5,1119,15704,10208394.46,0.0297
2018/1/6,1119,14917,15803487.13,0.0352
2018/1/4,1945,5039,1681525.496,0.0114
2018/1/5,1945,3762,2146584.014,0.0128
2018/1/6,1945,4587,1057783.775,0.0106
2018/1/4,1708,79250,12452210.83,0.0616
2018/1/5,1708,73706,9768207.868,0.0626
2018/1/6,1708,75110,11769853.99,0.066
2018/1/4,1449,14581,14587554.93,0.0693
2018/1/5,1449,15536,18758933.98,0.1086
2018/1/6,1449,15548,17951263.69,0.1134
2018/1/4,1205,4283,4223086.704,0.0335
2018/1/5,1205,4474,4548164.239,0.0349
2018/1/6,1205,5429,6184280.706,0.04
2018/1/4,1255,22458,15358355.45,0.0886
2018/1/5,1255,21590,12509103.97,0.0713
2018/1/6,1255,25318,16096091.54,0.0829
2018/1/4,1958,45868,9793833.043,0.0293
2018/1/5,1958,47044,22382529.02,0.0443
2018/1/6,1958,51858,23722205.42,0.0472
2018/1/4,1359,86226,29126862.26,0.1046
2018/1/5,1359,83525,34635042.31,0.1279
2018/1/6,1359,83880,30709963.89,0.1183
2018/1/4,1221,30445,80557805.58,0.1817
2018/1/5,1221,26156,78935314.37,0.1662
2018/1/6,1221,20826,83408498.96,0.176
2018/1/4,1100,69035,36953650.96,0.16
2018/1/5,1100,68344,39822754.62,0.1711
2018/1/6,1100,72617,33961044.19,0.1443
2018/1/4,1655,112,5694.205,0.0069
2018/1/5,1655,335,125959.457,0.0073
2018/1/6,1655,316,7365.63,0.0068
2018/1/4,1956,5383,2558729.88,0.013
2018/1/5,1956,4156,4291962.594,0.0158
2018/1/6,1956,4631,1708186.324,0.0114
2018/1/4,1960,33362,23432321.34,0.1042
2018/1/5,1960,34965,27642678.83,0.1223
2018/1/6,1960,36596,28259504.85,0.12
2018/1/4,1000,29614,19345772.71,0.0783
2018/1/5,1000,31132,26274477.43,0.092
2018/1/6,1000,36734,31576269.86,0.1009
2018/1/4,1547,7095,11277125.51,0.0368
2018/1/5,1547,7237,11636391.69,0.0411
2018/1/6,1547,5914,8020696.273,0.03
2018/1/4,1899,3193,532044.627,0.0112
2018/1/5,1899,3099,826539.149,0.0121
2018/1/6,1899,1075,464420.706,0.0098
2018/1/4,1132,56644,30537254.06,0.2215
2018/1/5,1132,53827,37891427.62,0.2278
2018/1/6,1132,57131,31652287.74,0.1852
2018/1/4,1804,44179,47012648.26,0.1452
2018/1/5,1804,35636,49417059.52,0.1558
2018/1/6,1804,28013,39829405.61,0.1162
2018/1/4,1672,13931,10615070.18,0.1257
2018/1/5,1672,15024,11468780.35,0.131
2018/1/6,1672,16471,11131027.31,0.1217
2018/1/4,1929,7037,3955126.9,0.0302
