1,2,3,4,5
2018/2/10,1286,13023,4592670.733,0.039
2018/2/11,1286,13075,2940361.599,0.0328
2018/2/12,1286,10116,1664642.536,0.026
2018/2/10,1510,268,188.568,0.0148
2018/2/11,1510,5,68.831,0.0149
2018/2/12,1510,10,0,0.015
2018/2/10,1119,7741,7323713.268,0.0265
2018/2/11,1119,5561,4885479.796,0.0181
2018/2/12,1119,6636,2082071.92,0.0142
2018/2/10,1945,2823,1166428.633,0.0085
2018/2/11,1945,2732,491237.913,0.0078
2018/2/12,1945,2166,1211296.503,0.0103
2018/2/10,1708,39737,8608545.912,0.052
2018/2/11,1708,37331,7804733.536,0.0489
2018/2/12,1708,31777,3957139.033,0.0329
2018/2/10,1449,10850,8248229.038,0.0379
2018/2/11,1449,9762,4685691.762,0.0294
2018/2/12,1449,9246,4976414.426,0.0261
2018/2/10,1205,11009,2132603.533,0.0191
2018/2/11,1205,11052,1971536.064,0.016
2018/2/12,1205,10303,1079234.829,0.0133
2018/2/10,1255,29527,17285714.59,0.0753
2018/2/11,1255,26948,13971057.63,0.0658
2018/2/12,1255,25329,16015487.3,0.0724
2018/2/10,1958,53137,21333569.73,0.0445
2018/2/11,1958,51283,24367298.89,0.047
2018/2/12,1958,50876,34208187.14,0.0604
2018/2/10,1359,89194,36874506.84,0.1273
2018/2/11,1359,87508,30061478.37,0.1007
2018/2/12,1359,88813,40323674.5,0.1305
2018/2/10,1221,0,0,0.0073
2018/2/11,1221,0,0.184,0.0072
2018/2/12,1221,1,24.168,0.0073
2018/2/10,1100,51502,22021041.91,0.094
2018/2/11,1100,50672,23411288.86,0.0898
2018/2/12,1100,50053,22958177.24,0.0869
2018/2/10,1655,53,630.628,0.0067
2018/2/11,1655,5091,2831348.852,0.0189
2018/2/12,1655,3760,3151652.209,0.0198
2018/2/10,1956,4705,6984106.85,0.0189
2018/2/11,1956,3861,3279567.43,0.014
2018/2/12,1956,3625,2642221.079,0.0135
2018/2/10,1960,32259,21311548.11,0.0826
2018/2/11,1960,31793,23452673.05,0.0882
2018/2/12,1960,32276,20611814.42,0.0781
2018/2/10,1000,38272,22203569.09,0.0935
2018/2/11,1000,36416,26610833.54,0.0948
2018/2/12,1000,34778,24939251.98,0.0995
2018/2/10,1547,5716,2012971.147,0.0139
2018/2/11,1547,6844,1695770.349,0.0121
2018/2/12,1547,7108,3893843.086,0.0205
2018/2/10,1899,1124,285828.468,0.0084
2018/2/11,1899,2292,1103662.917,0.0124
2018/2/12,1899,2669,2368238.408,0.017
2018/2/10,1132,78741,14260215.45,0.0426
2018/2/11,1132,54532,23788307.18,0.0553
2018/2/12,1132,50995,11869685.9,0.0354
2018/2/10,1804,23015,24371792.73,0.0724
2018/2/11,1804,21478,28490792.35,0.0807
2018/2/12,1804,21438,29345345.19,0.0793
2018/2/10,1672,19941,4766733.605,0.0742
2018/2/11,1672,18440,6103786.377,0.0768
2018/2/12,1672,15522,6582112.323,0.0608
2018/2/10,1929,5574,3941590.432,0.0228
2018/2/11,1929,7191,3251881.871,0.0231
2018/2/12,1929,7773,6308530.693,0.0278
2018/2/10,1536,14109,10541249.88,0.071
2018/2/11,1536,15039,10869319.4,0.0674
2018/2/12,1536,15792,12937185.83,0.0727
2018/2/10,1123,9857,5744478.963,0.0226
2018/2/11,1123,9149,6260351.885,0.0225
2018/2/12,1123,8290,3196817.227,0.0191
2018/2/10,1811,8365,3470116.182,0.0163
2018/2/11,1811,6100,2039756.081,0.0148
2018/2/12,1811,4404,1641799.13,0.014
2018/2/10,1730,7333,4624756.064,0.0214
2018/2/11,1730,7607,4336492.714,0.0204
2018/2/12,1730,6231,3442364.472,0.0187
2018/2/10,1020,34147,18508018.69,0.0635
2018/2/11,1020,31539,15622970.03,0.0636
2018/2/12,1020,28922,13289892.62,0.0504
2018/2/10,1903,7869,2408705.951,0.0226
2018/2/11,1903,7600,1715886.922,0.022
2018/2/12,1903,8020,1999592.958,0.0231
2018/2/10,1837,6971,5933384.423,0.0255
2018/2/11,1837,7663,3421526.601,0.0208
2018/2/12,1837,5471,5711841.11,0.0247
2018/2/10,1003,9624,3038034.712,0.0133
2018/2/11,1003,13917,6375681.099,0.02
2018/2/12,1003,12891,8205135.049,0.0201
2018/2/10,1756,3508,287949.341,0.0174
2018/2/11,1756,3134,1026750.129,0.0212
2018/2/12,1756,3612,2683786.934,0.0303
2018/2/10,1461,3467,917866.236,0.0096
2018/2/11,1461,43778,22338957.58,0.0526
2018/2/12,1461,42651,16613359.7,0.0426
2018/2/10,1575,181,488823.033,0.0162
2018/2/11,1575,103,54673.564,0.0149
2018/2/12,1575,83,3270.048,0.0148
2018/2/10,1834,28793,16984264.94,0.0684
2018/2/11,1834,27005,11915368.51,0.0536
2018/2/12,1834,24990,8109299.095,0.0386
2018/2/10,1423,31952,13237391.31,0.0513
2018/2/11,1423,31015,8086987.512,0.037
2018/2/12,1423,29950,7058245.593,0.0358
2018/2/10,1716,59039,42218688.41,0.1432
2018/2/11,1716,64632,30457750.64,0.0952
2018/2/12,1716,58958,22938235.6,0.0874
2018/2/10,1342,9616,1232504.9,0.0122
2018/2/11,1342,9529,1602745.889,0.0121
2018/2/12,1342,9361,686292.36,0.0108
2018/2/10,1266,41007,20420565.01,0.0554
2018/2/11,1266,41113,24812683.58,0.066
2018/2/12,1266,40196,25976415.18,0.0707
2018/2/10,1807,634,682911.059,0.0118
2018/2/11,1807,781,257889.044,0.0104
2018/2/12,1807,1009,233413.313,0.0102
2018/2/10,1846,5464,1110769.829,0.0124
2018/2/11,1846,5424,1433930.587,0.0136
2018/2/12,1846,4961,1346214.199,0.0127
2018/2/10,1162,419,139019.756,0.0083
2018/2/11,1162,878,1100342.208,0.0096
2018/2/12,1162,1096,724433.9,0.0097
2018/2/10,1520,3072,3087413.88,0.0159
2018/2/11,1520,3420,3327135.836,0.0144
2018/2/12,1520,3359,2793517.805,0.0142
2018/2/10,1517,2161,283003.833,0.0162
2018/2/11,1517,1663,393743.405,0.017
2018/2/12,1517,2747,710665.843,0.0181
