1,2,3,4,5
2017/12/13,1286,23761,8836559.156,0.0606
2017/12/14,1286,23267,7027579.53,0.0574
2017/12/15,1286,26407,8211125.636,0.0581
2017/12/13,1510,0,0,0.0152
2017/12/14,1510,0,0,0.0153
2017/12/15,1510,0,0,0.0154
2017/12/13,1119,12547,4807217.923,0.0183
2017/12/14,1119,14372,9209126.861,0.0226
2017/12/15,1119,15207,7076765.058,0.0208
2017/12/13,1945,4003,1315964.903,0.0159
2017/12/14,1945,3476,1418599.038,0.0119
2017/12/15,1945,2641,1382524.008,0.0129
2017/12/13,1708,81699,14078246.23,0.0818
2017/12/14,1708,69475,10281150.1,0.06
2017/12/15,1708,81310,8744945.282,0.056
2017/12/13,1449,12439,9627828.816,0.0535
2017/12/14,1449,12956,14543881.21,0.0655
2017/12/15,1449,13757,12952545.65,0.069
2017/12/13,1205,4564,2754662.529,0.0273
2017/12/14,1205,5023,2819456.725,0.0267
2017/12/15,1205,4674,3347199.426,0.0303
2017/12/13,1255,21779,12720555.4,0.0703
2017/12/14,1255,21363,11167927.16,0.0631
2017/12/15,1255,23268,16756836.71,0.0739
2017/12/13,1958,39499,8781946.847,0.0283
2017/12/14,1958,40139,8090226.665,0.0246
2017/12/15,1958,38747,8201646.668,0.025
2017/12/13,1359,172314,53431048.48,0.1948
2017/12/14,1359,177396,60032658.65,0.2147
2017/12/15,1359,179070,51868943.37,0.1827
2017/12/13,1221,28095,102722802.4,0.2221
2017/12/14,1221,28470,120264156.4,0.2623
2017/12/15,1221,25933,86999132.78,0.1813
2017/12/13,1100,66433,39885908.94,0.1645
2017/12/14,1100,65890,37485694.75,0.1549
2017/12/15,1100,70108,39304824.91,0.1648
2017/12/13,1655,467,1658877.644,0.0112
2017/12/14,1655,316,121429.084,0.008
2017/12/15,1655,325,22769.785,0.007
2017/12/13,1956,987,478890.621,0.0088
2017/12/14,1956,1232,584680.36,0.0092
2017/12/15,1956,1293,256607.253,0.0093
2017/12/13,1960,32575,20563995.32,0.0868
2017/12/14,1960,29715,18723458.47,0.0856
2017/12/15,1960,29651,14299023.52,0.0683
2017/12/13,1000,35576,23539942.55,0.0952
2017/12/14,1000,35699,20621176.81,0.0788
2017/12/15,1000,33936,24163383.36,0.0951
2017/12/13,1547,7222,4122796.762,0.0231
2017/12/14,1547,7076,4515486.147,0.02
2017/12/15,1547,8107,3504090.989,0.0187
2017/12/13,1899,3020,460690.662,0.0104
2017/12/14,1899,3370,893617.362,0.012
2017/12/15,1899,2781,1576345.988,0.0118
2017/12/13,1132,50286,39765690.96,0.2103
2017/12/14,1132,53366,37132308.3,0.2057
2017/12/15,1132,48561,40692027.06,0.2135
2017/12/13,1804,34053,38815960.58,0.137
2017/12/14,1804,36697,36652832.53,0.1274
2017/12/15,1804,35226,43101187.39,0.1407
2017/12/13,1672,16158,12806516.25,0.1328
2017/12/14,1672,15417,10365691.73,0.1203
2017/12/15,1672,14987,11361731.68,0.1151
2017/12/13,1929,7329,2372087.316,0.0188
2017/12/14,1929,7196,2543813.231,0.0177
2017/12/15,1929,6481,2713836.121,0.0194
2017/12/13,1536,13323,9837559.06,0.0639
2017/12/14,1536,9777,8786109.494,0.0547
2017/12/15,1536,11746,8371157.175,0.0538
2017/12/13,1123,4386,1775810.333,0.0124
2017/12/14,1123,4713,931133.947,0.011
2017/12/15,1123,4802,1440526.009,0.0124
2017/12/13,1811,3066,1946002.884,0.0152
2017/12/14,1811,2637,1977334.119,0.0161
2017/12/15,1811,3536,1276157.223,0.014
2017/12/13,1730,7621,5260785.291,0.0175
2017/12/14,1730,7474,2017385.128,0.0146
2017/12/15,1730,8366,4256331.379,0.0225
2017/12/13,1020,31722,21766316.3,0.0778
2017/12/14,1020,32889,14950954.48,0.0601
2017/12/15,1020,31841,16593879.67,0.0649
2017/12/13,1903,11672,3445314.611,0.0409
2017/12/14,1903,13452,5666641.458,0.055
2017/12/15,1903,13700,3690745.656,0.0496
2017/12/13,1837,69996,122927111.5,0.3658
2017/12/14,1837,67254,102192649,0.3275
2017/12/15,1837,50571,91741964.53,0.2513
2017/12/13,1003,29630,15106875.46,0.04
2017/12/14,1003,33495,21490987.61,0.0524
2017/12/15,1003,30160,15852147.85,0.0432
2017/12/13,1756,2987,2487193.313,0.0288
2017/12/14,1756,2593,1731552.645,0.0271
2017/12/15,1756,2619,787379.759,0.0203
2017/12/13,1461,39835,12802039.33,0.0398
2017/12/14,1461,39529,9652716.753,0.0344
2017/12/15,1461,40573,11287300.42,0.036
2017/12/13,1575,0,0,/0
2017/12/14,1575,0,0,/0
2017/12/15,1575,0,0,/0
2017/12/13,1834,34326,21432874.29,0.084
2017/12/14,1834,30312,17850579.46,0.0723
2017/12/15,1834,31158,23126199,0.0937
2017/12/13,1423,23757,10452027.77,0.0646
2017/12/14,1423,24050,13231625.29,0.0625
2017/12/15,1423,25671,11024938.26,0.052
2017/12/13,1716,60310,29161418.42,0.0863
2017/12/14,1716,63362,31015863.78,0.0864
2017/12/15,1716,62269,22749594.71,0.0709
2017/12/13,1342,7276,952882.295,0.0148
2017/12/14,1342,7229,987479.571,0.0129
2017/12/15,1342,8084,1285756.24,0.0158
2017/12/13,1266,44868,12922336.16,0.0493
2017/12/14,1266,45535,14185233.43,0.0523
2017/12/15,1266,45706,12710549.25,0.0459
2017/12/13,1807,827,1827365.912,0.0179
2017/12/14,1807,1135,380132.36,0.0107
2017/12/15,1807,653,374706.657,0.0104
2017/12/13,1846,15383,7691099.765,0.0298
2017/12/14,1846,15322,8329930.927,0.0287
2017/12/15,1846,12574,4639747.492,0.0252
2017/12/13,1162,1297,144491.865,0.0086
2017/12/14,1162,538,154182.611,0.0086
2017/12/15,1162,1375,515381.591,0.0103
2017/12/13,1520,2902,1129171.11,0.0133
2017/12/14,1520,3241,2286917.311,0.0137
2017/12/15,1520,3651,1922741.44,0.0142
2017/12/13,1517,2307,294447.218,0.0161
2017/12/14,1517,2632,1079026.021,0.0208
2017/12/15,1517,2769,970630.83,0.0201
2017/12/13,1979,55257,20874195.08,0.0685
