1,2,3,4,5
2018/1/25,1286,27473,16738839.01,0.1121
2018/1/26,1286,27390,17744591,0.105
2018/1/27,1286,16097,6083949.692,0.0549
2018/1/25,1510,4,14.405,0.0152
2018/1/26,1510,1,0,0.0152
2018/1/27,1510,0,0,0.0149
2018/1/25,1119,15084,12940733.52,0.0326
2018/1/26,1119,14133,9327681.875,0.0296
2018/1/27,1119,14951,12258764.86,0.0291
2018/1/25,1945,4586,567657.871,0.0084
2018/1/26,1945,4331,950165.714,0.0092
2018/1/27,1945,4870,786984.889,0.0083
2018/1/25,1708,13780,12362245.32,0.0516
2018/1/26,1708,16919,12474329.86,0.0503
2018/1/27,1708,16299,13137545.93,0.0515
2018/1/25,1449,13793,9264078.341,0.0474
2018/1/26,1449,15087,7525519.755,0.0375
2018/1/27,1449,16812,12636410.72,0.0515
2018/1/25,1205,10911,1950845.167,0.0186
2018/1/26,1205,9680,2410213.646,0.0214
2018/1/27,1205,10617,3644832.498,0.027
2018/1/25,1255,25205,13877421.81,0.078
2018/1/26,1255,24242,20285105.57,0.0798
2018/1/27,1255,26766,16839154.61,0.0667
2018/1/25,1958,45363,17730584.26,0.0401
2018/1/26,1958,45672,21685718.45,0.0457
2018/1/27,1958,49913,17976207.9,0.0426
2018/1/25,1359,92355,29629214.07,0.105
2018/1/26,1359,85787,27364139.17,0.0994
2018/1/27,1359,89412,31668165,0.1134
2018/1/25,1221,2245,7875213.331,0.0286
2018/1/26,1221,500,1459980.227,0.0107
2018/1/27,1221,12,122.639,0.0073
2018/1/25,1100,60837,39548782.17,0.1176
2018/1/26,1100,37474,16437129.81,0.07
2018/1/27,1100,29811,17533442.45,0.0817
2018/1/25,1655,4672,2748609.55,0.0188
2018/1/26,1655,5111,2161507.952,0.0155
2018/1/27,1655,287,50144.336,0.0069
2018/1/25,1956,5847,3087246.437,0.0139
2018/1/26,1956,5655,3388000.237,0.0148
2018/1/27,1956,4834,2883620.208,0.0129
2018/1/25,1960,35985,28193356.16,0.1001
2018/1/26,1960,35465,26506061.57,0.0954
2018/1/27,1960,38800,24332679.27,0.088
2018/1/25,1000,32883,18063421.68,0.0564
2018/1/26,1000,27762,22819513.52,0.0757
2018/1/27,1000,30112,19671128.05,0.082
2018/1/25,1547,6504,7567328.98,0.0257
2018/1/26,1547,7451,5882912.44,0.0221
2018/1/27,1547,5840,4905777.506,0.0224
2018/1/25,1899,3446,1459461.266,0.0175
2018/1/26,1899,2984,1228578.63,0.0144
2018/1/27,1899,1126,417639.192,0.0095
2018/1/25,1132,52611,22391340.73,0.0832
2018/1/26,1132,61721,21408379.01,0.0626
2018/1/27,1132,66420,18616838.82,0.0562
2018/1/25,1804,38299,41628446.04,0.1116
2018/1/26,1804,37276,36352587.25,0.1052
2018/1/27,1804,29110,36481134.55,0.0984
2018/1/25,1672,14535,18021964.36,0.1524
2018/1/26,1672,15404,14490994.74,0.1302
