1,2,3,4,5
2017/12/7,1286,26868,15399091.85,0.0811
2017/12/8,1286,25580,9219106.424,0.0601
2017/12/9,1286,10444,3733005.278,0.0389
2017/12/7,1510,0,0,0.0152
2017/12/8,1510,0,0,0.0153
2017/12/9,1510,0,0,0.015
2017/12/7,1119,12366,3526362.513,0.0147
2017/12/8,1119,11958,7494610.589,0.0211
2017/12/9,1119,13971,6509031.857,0.0207
2017/12/7,1945,2716,1020822.853,0.0101
2017/12/8,1945,2572,1029490.183,0.0121
2017/12/9,1945,2352,1033721.545,0.0106
2017/12/7,1708,17521,18326161.8,0.0709
2017/12/8,1708,15231,19243064.43,0.0731
2017/12/9,1708,17867,21309850.93,0.0776
2017/12/7,1449,17321,16255641.68,0.0582
2017/12/8,1449,17343,12815131.08,0.0483
2017/12/9,1449,18882,17905463.52,0.0708
2017/12/7,1205,16303,7524993.413,0.0392
2017/12/8,1205,4421,2426636.714,0.0244
2017/12/9,1205,4486,2769742.046,0.029
2017/12/7,1255,20464,16134891.51,0.0711
2017/12/8,1255,19418,14319561.55,0.0594
2017/12/9,1255,25244,15806731.78,0.0683
2017/12/7,1958,36227,11520709.24,0.0325
2017/12/8,1958,35380,8889556.871,0.0279
2017/12/9,1958,43613,13629094.19,0.0348
2017/12/7,1359,181195,49457167.55,0.2066
2017/12/8,1359,188563,51752343.96,0.2026
2017/12/9,1359,187934,59563652.41,0.2303
2017/12/7,1221,31141,102190408.4,0.2421
2017/12/8,1221,24357,66330022.76,0.1348
2017/12/9,1221,21800,78477297.25,0.1552
2017/12/7,1100,62388,28766451.05,0.1263
2017/12/8,1100,67367,41158989.82,0.17
2017/12/9,1100,69676,40167601.03,0.1717
2017/12/7,1655,1909,855196.798,0.0114
2017/12/8,1655,2011,1213898.938,0.0105
2017/12/9,1655,765,2355274.978,0.0118
2017/12/7,1956,5778,1411675.748,0.0116
2017/12/8,1956,4900,1414352.251,0.0111
2017/12/9,1956,4923,954101.484,0.01
2017/12/7,1960,27240,24637326.16,0.1058
2017/12/8,1960,27878,18051159.06,0.0837
2017/12/9,1960,31947,13211983.95,0.0679
2017/12/7,1000,32447,14322900.87,0.0635
2017/12/8,1000,34449,21424054.43,0.0862
2017/12/9,1000,32746,24164236.84,0.0865
2017/12/7,1547,5966,3311687.888,0.0179
2017/12/8,1547,6856,4845112.894,0.0225
2017/12/9,1547,5137,4594010.771,0.0231
2017/12/7,1899,3277,806955.404,0.011
2017/12/8,1899,3466,659803.303,0.0113
2017/12/9,1899,1080,266059.619,0.0085
2017/12/7,1132,51496,34639207.47,0.2097
2017/12/8,1132,53966,35082231.94,0.2094
2017/12/9,1132,57958,38423177.03,0.2099
2017/12/7,1804,19115,25339382.58,0.086
2017/12/8,1804,23782,27342713.76,0.0947
2017/12/9,1804,24805,27395201.89,0.0972
2017/12/7,1672,15383,10961562.52,0.1128
2017/12/8,1672,15044,9596911.746,0.0922
2017/12/9,1672,15870,11756204.48,0.1246
2017/12/7,1929,6070,4083455.605,0.0234
2017/12/8,1929,5624,3364954.971,0.0185
2017/12/9,1929,6219,3620702.079,0.0218
2017/12/7,1536,16041,11283022.82,0.0675
2017/12/8,1536,16829,11168505.28,0.0707
2017/12/9,1536,21591,14191506.52,0.0929
2017/12/7,1123,4855,1713773.904,0.0127
2017/12/8,1123,4043,2569290.417,0.0134
2017/12/9,1123,5376,7338369.085,0.0245
2017/12/7,1811,2393,1671936.753,0.013
2017/12/8,1811,3181,2131514.824,0.0151
2017/12/9,1811,2676,1725033.232,0.0167
2017/12/7,1730,7296,2591776.254,0.0163
2017/12/8,1730,5840,1491689.956,0.0132
2017/12/9,1730,9096,2354892.79,0.0159
2017/12/7,1020,33942,16550172.89,0.0585
2017/12/8,1020,33061,19749379.48,0.0656
2017/12/9,1020,31349,17804961.56,0.0568
2017/12/7,1903,9745,2900975.264,0.0375
2017/12/8,1903,10818,3889782.741,0.0569
2017/12/9,1903,11214,4614719.419,0.0629
2017/12/7,1837,95522,132460549.5,0.4124
2017/12/8,1837,67073,99959297.18,0.3004
2017/12/9,1837,41868,66044309.49,0.1788
2017/12/7,1003,29816,16985046.89,0.0403
2017/12/8,1003,29103,24753877.87,0.0531
2017/12/9,1003,21137,11344781.14,0.0317
2017/12/7,1756,2720,1530605.493,0.0249
2017/12/8,1756,3059,780142.487,0.0212
2017/12/9,1756,3924,1007157.947,0.0234
2017/12/7,1461,44368,8781421.968,0.0324
2017/12/8,1461,38004,9388006.695,0.0339
2017/12/9,1461,3237,717566.349,0.0098
2017/12/7,1575,0,0,/0
2017/12/8,1575,0,0,/0
2017/12/9,1575,0,0,/0
2017/12/7,1834,39538,29854253.26,0.0893
2017/12/8,1834,40523,34233069.94,0.1061
2017/12/9,1834,47418,45585751.04,0.1343
2017/12/7,1423,27217,9390930.238,0.0557
2017/12/8,1423,26230,8519625.634,0.0471
2017/12/9,1423,30827,7559148.878,0.0389
2017/12/7,1716,63416,22111255.61,0.0706
2017/12/8,1716,61990,23437537.8,0.0775
2017/12/9,1716,63887,28077211.43,0.0808
2017/12/7,1342,7778,776803.673,0.0114
2017/12/8,1342,7950,893053.49,0.0127
2017/12/9,1342,9147,1354678.064,0.0146
2017/12/7,1266,39757,18118089.37,0.0603
2017/12/8,1266,41989,16615181.53,0.0549
2017/12/9,1266,39233,19946786.93,0.0541
2017/12/7,1807,980,1270140.803,0.0183
2017/12/8,1807,1199,710519.955,0.0125
2017/12/9,1807,649,431115.775,0.0107
2017/12/7,1846,14465,2867610.089,0.0206
2017/12/8,1846,15593,4932945.952,0.0251
2017/12/9,1846,14015,5521290.236,0.0328
2017/12/7,1162,653,101173.595,0.0084
2017/12/8,1162,1002,360999.295,0.0102
2017/12/9,1162,1155,441524.485,0.0092
2017/12/7,1520,3834,1480809.819,0.0115
2017/12/8,1520,3152,2609133.47,0.0127
2017/12/9,1520,3664,3053168.545,0.016
2017/12/7,1517,2053,284364.765,0.0162
2017/12/8,1517,2907,289795.916,0.0171
2017/12/9,1517,2793,594148.868,0.0179
2017/12/7,1979,55912,16644890.91,0.0632
2017/12/8,1979,53602,21494083.24,0.0719
2017/12/9,1979,48275,29222077.47,0.0758
2017/12/7,1876,72410,48346643.43,0.1988
2017/12/8,1876,67872,43301523.22,0.1653
2017/12/9,1876,46896,26170053.37,0.1167
2017/12/7,1554,100413,50011393.82,0.1281
2017/12/8,1554,22532,7939728.23,0.0663
2017/12/9,1554,0,0,/0
2017/12/7,1932,51653,21968031.09,0.0729
2017/12/8,1932,49065,12795683.88,0.0374
2017/12/9,1932,47675,14551681.61,0.0437
2017/12/7,1420,18962,9168661.81,0.0306
2017/12/8,1420,25953,9627280.144,0.0323
2017/12/9,1420,40174,12810455.35,0.0379
2017/12/7,1988,198717,164513261.9,0.3848
2017/12/8,1988,189388,171665819.3,0.3995
2017/12/9,1988,136645,107389934.7,0.2652
2017/12/7,1247,0,0,/0
2017/12/8,1247,0,0,/0
2017/12/9,1247,0,0,/0
2017/12/7,1309,42990,17213184.19,0.0807
2017/12/8,1309,45356,20645372.54,0.099
2017/12/9,1309,43919,23925334.54,0.116
2017/12/7,1969,11515,10087655.59,0.0464
