1,2,3,4,5
2017/12/31,1286,12413,8284800.357,0.0687
2017/12/31,1510,0,0,0.0152
2017/12/31,1119,12144,11644494.35,0.0319
2017/12/31,1945,5943,1419986.773,0.0108
2017/12/31,1708,79584,6662798.106,0.0513
2017/12/31,1449,14445,22361405.21,0.1105
2017/12/31,1205,3797,3226733.468,0.0325
2017/12/31,1255,21824,15621498.98,0.0654
2017/12/31,1958,52678,13164801.15,0.0347
2017/12/31,1359,161791,50945068.47,0.1805
2017/12/31,1221,10057,54159694.5,0.1089
2017/12/31,1100,68317,33330452.94,0.1454
2017/12/31,1655,218,9220.318,0.0068
2017/12/31,1956,4552,2232581.756,0.0122
2017/12/31,1960,36347,20529810.71,0.075
2017/12/31,1000,42919,29205098.65,0.1074
2017/12/31,1547,4542,11872900.52,0.0411
2017/12/31,1899,306,45985.368,0.0075
2017/12/31,1132,49981,33643610.21,0.1649
2017/12/31,1804,14001,26833700.24,0.0779
2017/12/31,1672,14687,7399154.02,0.1013
2017/12/31,1929,6307,4498891.61,0.0222
2017/12/31,1536,17063,10486411.3,0.0734
2017/12/31,1123,8380,3806210.654,0.0213
2017/12/31,1811,6515,1665488.078,0.0139
2017/12/31,1730,7648,2587496.062,0.0177
2017/12/31,1020,37362,21701623.33,0.068
2017/12/31,1903,12654,5687511.831,0.0638
2017/12/31,1837,15192,16874627.24,0.0584
2017/12/31,1003,19005,16425812.81,0.0624
2017/12/31,1756,2950,609539.497,0.0196
2017/12/31,1461,5975,9690615.686,0.0226
2017/12/31,1575,0,0,/0
2017/12/31,1834,38995,25431256.85,0.0884
2017/12/31,1423,28363,8705262.773,0.0466
2017/12/31,1716,57569,29095937.74,0.0942
2017/12/31,1342,11242,2616880.307,0.0167
2017/12/31,1266,36553,12914593.35,0.0481
2017/12/31,1807,500,240406.117,0.0105
2017/12/31,1846,11737,5296063.324,0.0242
2017/12/31,1162,915,1388033.766,0.0114
2017/12/31,1520,5981,5477253.389,0.0198
2017/12/31,1517,1736,170340.488,0.0158
2017/12/31,1979,40646,16840929.44,0.0551
2017/12/31,1876,26094,21104932.91,0.0727
2017/12/31,1554,88470,37633441.28,0.0955
2017/12/31,1932,42428,14159118.47,0.0402
2017/12/31,1420,51860,21093914.42,0.0496
2017/12/31,1988,86916,85930008.9,0.2118
2017/12/31,1247,0,0,/0
2017/12/31,1309,57806,31663820.5,0.1425
2017/12/31,1969,17671,19635323.06,0.0419
2017/12/31,1630,1089,94879.235,0.0065
2017/12/31,1760,80955,34750254.18,0.0998
2017/12/31,1233,138221,58588639.13,0.129
2017/12/31,1728,6174,1804339.069,0.0134
2017/12/31,1593,3005,2263872.848,0.0146
2017/12/31,1934,173,34249.524,0.0077
2017/12/31,1645,3042,1375848.819,0.012
2017/12/31,1005,0,0,/0
2017/12/31,1373,10047,3242193.271,0.0224
2017/12/31,1794,1377,298430.542,0.0085
2017/12/31,1757,10492,6193280.924,0.0283
2017/12/31,1052,5580,5272291.848,0.0295
2017/12/31,1718,15404,12658789.67,0.0453
2017/12/31,1812,39103,46288626.49,0.1752
2017/12/31,1599,35862,19086772.61,0.0582
2017/12/31,1590,0,0,0.0074
2017/12/31,1073,14197,48658127.39,0.1122
2017/12/31,1331,2163,499089.155,0.0197
2017/12/31,1497,25833,10136894.14,0.0585
2017/12/31,1430,8300,18803235.71,0.0425
2017/12/31,1910,11018,15509298.09,0.0277
2017/12/31,1163,18394,3521435.46,0.0199
2017/12/31,1114,28247,44552084.67,0.1805
2017/12/31,1197,14927,16527170.65,0.0426
2017/12/31,1172,3133,654880.716,0.0096
2017/12/31,1229,3044,2417421.955,0.0159
