1,2,3,4,5
2018/1/7,1286,17869,10995138.43,0.0843
2018/1/8,1286,30964,11601947.83,0.0781
2018/1/9,1286,31371,11371276.53,0.0813
2018/1/7,1510,0,0,0.0147
2018/1/8,1510,0,0,0.0152
2018/1/9,1510,0,0,0.0152
2018/1/7,1119,14796,10807660,0.0317
2018/1/8,1119,13307,13284076.91,0.0345
2018/1/9,1119,13538,9837768.607,0.0276
2018/1/7,1945,6910,3055070.965,0.02
2018/1/8,1945,3963,1288335.815,0.0114
2018/1/9,1945,3552,730373.728,0.0084
2018/1/7,1708,66978,8286642.788,0.0532
2018/1/8,1708,81333,9742720.663,0.0608
2018/1/9,1708,62731,9317113.271,0.0597
2018/1/7,1449,16231,27136689.45,0.1573
2018/1/8,1449,15186,19370225.72,0.111
2018/1/9,1449,16336,19922873.96,0.1206
2018/1/7,1205,5543,9015676.515,0.0491
2018/1/8,1205,4403,6184514.371,0.0392
2018/1/9,1205,4389,4671575.766,0.0371
2018/1/7,1255,22864,20283083.01,0.1066
2018/1/8,1255,23142,13591037.58,0.0856
2018/1/9,1255,22360,15187539.94,0.0732
2018/1/7,1958,56840,15353579.75,0.0373
2018/1/8,1958,47042,14136855.49,0.0376
2018/1/9,1958,47135,14745794.41,0.0364
2018/1/7,1359,86214,39313694.19,0.1399
2018/1/8,1359,91070,29323086.28,0.1207
2018/1/9,1359,89225,29421868.34,0.1062
2018/1/7,1221,24169,102383436,0.2143
2018/1/8,1221,30684,86348065.74,0.2007
2018/1/9,1221,33698,70922958.83,0.1771
2018/1/7,1100,70423,40979619.89,0.1786
2018/1/8,1100,66102,44988625.37,0.1751
2018/1/9,1100,63657,31824741.99,0.1319
2018/1/7,1655,72,94730.999,0.007
2018/1/8,1655,626,93899.239,0.0073
2018/1/9,1655,525,81253.297,0.0073
2018/1/7,1956,5740,4042926.141,0.0164
2018/1/8,1956,6126,2363217.67,0.0125
2018/1/9,1956,5301,3131126.203,0.0137
2018/1/7,1960,37950,36400619.78,0.1506
2018/1/8,1960,32971,25719470.87,0.1018
2018/1/9,1960,35658,34052458.04,0.1225
2018/1/7,1000,37660,34135620.67,0.1031
2018/1/8,1000,34964,29717493.55,0.0899
2018/1/9,1000,33263,30078273.62,0.0873
2018/1/7,1547,5922,6037156.722,0.0255
2018/1/8,1547,7663,8783618.242,0.0303
2018/1/9,1547,7971,7631379.547,0.0292
2018/1/7,1899,562,301569.58,0.0089
2018/1/8,1899,3035,761693.879,0.0116
2018/1/9,1899,2828,666875.67,0.0105
2018/1/7,1132,47739,36553208.26,0.2382
2018/1/8,1132,50605,38561037.56,0.1994
2018/1/9,1132,49620,34228993.31,0.1392
2018/1/7,1804,19286,29521034.81,0.1017
2018/1/8,1804,35466,43084641.18,0.1311
2018/1/9,1804,35029,36151208.45,0.1152
2018/1/7,1672,16399,11739065.01,0.1244
2018/1/8,1672,16768,16138272.67,0.141
2018/1/9,1672,15369,11727777.94,0.132
2018/1/7,1929,6794,3325639.2,0.0232
2018/1/8,1929,8569,1902309.66,0.0182
2018/1/9,1929,8602,5073691.775,0.0289
2018/1/7,1536,16564,11134735.4,0.0787
2018/1/8,1536,16025,6543473.45,0.0486
2018/1/9,1536,18556,6774696.066,0.0588
2018/1/7,1123,5683,2455895.59,0.0161
2018/1/8,1123,6326,4460459.94,0.0205
2018/1/9,1123,5673,4025619.058,0.0212
2018/1/7,1811,6084,2778762.602,0.0163
2018/1/8,1811,4880,3326801.251,0.0175
2018/1/9,1811,4699,1471742.403,0.0141
2018/1/7,1730,6468,2965915.225,0.0177
2018/1/8,1730,5527,4314979.882,0.022
2018/1/9,1730,5335,4899708.933,0.0238
2018/1/7,1020,32502,21370360.67,0.0646
2018/1/8,1020,36337,24606405.12,0.086
2018/1/9,1020,32197,18200020.02,0.0657
2018/1/7,1903,9895,4174781.888,0.0583
2018/1/8,1903,8269,3381562.665,0.0399
2018/1/9,1903,9181,2435587.375,0.0388
2018/1/7,1837,24803,34344580.62,0.1016
2018/1/8,1837,37458,61293066.99,0.1606
2018/1/9,1837,39379,53218011.19,0.1512
2018/1/7,1003,20195,12956285.69,0.0417
2018/1/8,1003,27660,15992270,0.0389
2018/1/9,1003,29113,20020279.94,0.0532
2018/1/7,1756,3904,1431334.678,0.0251
2018/1/8,1756,2779,728972.216,0.0207
2018/1/9,1756,3567,1396927.198,0.0245
2018/1/7,1461,4021,971999.23,0.0106
2018/1/8,1461,42183,10800184.26,0.0364
2018/1/9,1461,40633,10177043.62,0.0353
2018/1/7,1575,0,0,/0
2018/1/8,1575,0,0,/0
2018/1/9,1575,0,0,/0
2018/1/7,1834,40738,31174599.77,0.1184
2018/1/8,1834,36311,29384524.61,0.1093
2018/1/9,1834,34148,21531129.82,0.092
2018/1/7,1423,28751,17480847.46,0.0641
2018/1/8,1423,26365,9094920.918,0.0453
2018/1/9,1423,26654,8480186.684,0.0449
2018/1/7,1716,53843,35409957.61,0.1288
2018/1/8,1716,55136,30439086.65,0.1228
2018/1/9,1716,55587,27756271.07,0.1107
2018/1/7,1342,9812,1944853.802,0.0172
2018/1/8,1342,9520,650646.937,0.0124
2018/1/9,1342,9514,814908.424,0.0132
2018/1/7,1266,43763,15579748.24,0.0616
2018/1/8,1266,43211,23196655.99,0.0639
2018/1/9,1266,44408,17077267.14,0.0562
2018/1/7,1807,1617,1608798.661,0.0193
2018/1/8,1807,1948,2610320.145,0.0229
2018/1/9,1807,1831,1402120.678,0.0176
2018/1/7,1846,15769,7981322.878,0.0294
2018/1/8,1846,15394,5505735.842,0.0235
2018/1/9,1846,14874,7498293.268,0.0253
2018/1/7,1162,479,39657.011,0.0081
2018/1/8,1162,271,165466.807,0.0084
2018/1/9,1162,916,1145014.026,0.0097
2018/1/7,1520,8011,11986823.48,0.0277
2018/1/8,1520,6962,4555478.432,0.0185
2018/1/9,1520,4904,3938821.842,0.0161
2018/1/7,1517,1966,115816.789,0.0153
2018/1/8,1517,2125,600887.624,0.0177
2018/1/9,1517,1928,355400.37,0.0167
2018/1/7,1979,40550,15115448.97,0.0517
2018/1/8,1979,46115,16212174.08,0.0575
2018/1/9,1979,47106,20919234.04,0.0653
2018/1/7,1876,26651,13903471.38,0.0577
2018/1/8,1876,35199,23090423.91,0.0942
2018/1/9,1876,38422,28040785.69,0.1123
2018/1/7,1554,86856,42487157.18,0.1116
2018/1/8,1554,86973,37609327.49,0.1026
2018/1/9,1554,86300,36203201.99,0.0971
2018/1/7,1932,41449,11941538.89,0.0383
2018/1/8,1932,38841,11383999.31,0.0363
2018/1/9,1932,40013,13125616.18,0.0409
2018/1/7,1420,39921,23818729.81,0.0562
2018/1/8,1420,20698,11570259.41,0.0349
2018/1/9,1420,23234,23389270.64,0.0518
2018/1/7,1988,114944,120836772.3,0.2757
2018/1/8,1988,170772,141884307.3,0.3625
2018/1/9,1988,159317,123144424.7,0.3011
2018/1/7,1247,0,0,/0
2018/1/8,1247,0,0,/0
2018/1/9,1247,0,0,/0
2018/1/7,1309,50072,21803883.3,0.1031
2018/1/8,1309,51007,27195335.44,0.1185
2018/1/9,1309,50161,23253030.55,0.111
2018/1/7,1969,18155,17295847.87,0.045
2018/1/8,1969,15346,13803289.15,0.0419
2018/1/9,1969,14874,11120972.95,0.0354
2018/1/7,1630,1698,59743.105,0.0064
2018/1/8,1630,1548,202641.841,0.0069
2018/1/9,1630,1829,126295.741,0.0068
2018/1/7,1760,82223,33246856.21,0.0854
2018/1/8,1760,68742,32863874.38,0.09
2018/1/9,1760,61520,33427398.99,0.0867
2018/1/7,1233,130310,63837715.51,0.1326
2018/1/8,1233,131160,66300661.47,0.1342
2018/1/9,1233,133759,63206611.53,0.1397
2018/1/7,1728,2058,3064577.772,0.0152
2018/1/8,1728,1157,1213492.68,0.0109
2018/1/9,1728,823,1156835.78,0.0111
2018/1/7,1593,3802,977774.562,0.0107
2018/1/8,1593,3381,2317441.726,0.0135
2018/1/9,1593,3054,1854832.779,0.012
2018/1/7,1934,3367,515675.474,0.0093
2018/1/8,1934,599,65456.504,0.0079
2018/1/9,1934,1043,218943.041,0.0082
2018/1/7,1645,7495,4774081.447,0.0218
2018/1/8,1645,41443,24138530.68,0.0741
2018/1/9,1645,36863,25955689.44,0.072
2018/1/7,1005,33037,11524477.91,0.0535
2018/1/8,1005,34796,11808592.29,0.0565
2018/1/9,1005,33235,11653584.38,0.06
2018/1/7,1373,10968,5613834.657,0.0375
2018/1/8,1373,9776,3514665.967,0.0238
2018/1/9,1373,9956,7694845.585,0.0371
2018/1/7,1794,1256,89658.342,0.0083
2018/1/8,1794,2077,866527.859,0.0127
2018/1/9,1794,2779,888979.629,0.0113
2018/1/7,1757,9737,6647876.246,0.0332
2018/1/8,1757,10618,7949236.732,0.034
2018/1/9,1757,11160,5686928.628,0.0289
2018/1/7,1052,4905,3620737.867,0.0222
2018/1/8,1052,5738,4266259.166,0.0233
2018/1/9,1052,6092,5356888.442,0.0263
2018/1/7,1718,13239,27154744.53,0.0571
2018/1/8,1718,13116,15578977.22,0.0551
2018/1/9,1718,14819,25673573.49,0.0688
