['2839.6'],['53739430.0'],['0.16554148']
['25452.254'],['18096174.0'],['0.054153908']
['6449.841'],['13205746.0'],['0.043986637']
['7324.6006'],['15895419.0'],['0.047190644']
['7696.2856'],['28484816.0'],['0.06431964']
['7268.379'],['20996498.0'],['0.059347436']
['6130.0913'],['19840420.0'],['0.062312983']
['5286.2314'],['15146701.0'],['0.058834348']
['5531.5884'],['24003178.0'],['0.061639253']
['5292.7134'],['22334584.0'],['0.056681555']
['6700.853'],['12808374.0'],['0.048909195']
['5658.1016'],['25525370.0'],['0.056334864']
['4750.006'],['15421537.0'],['0.05728678']
['6643.391'],['19273872.0'],['0.06875588']
['11043.192'],['15747918.0'],['0.05572666']
['6038.0957'],['15554847.0'],['0.057027627']
['7498.611'],['10485369.0'],['0.04728145']
['5377.7793'],['16560141.0'],['0.06456895']
['5111.626'],['14825017.0'],['0.05943281']
['4826.2397'],['12507666.0'],['0.050702557']
['5417.4565'],['16843496.0'],['0.056508288']
['5221.3345'],['27489628.0'],['0.058233995']
['5249.164'],['6348594.5'],['0.037997823']
['5069.6855'],['6348594.5'],['3019478.0']
