['17788.457'],['5910296.5'],['0.0443465']
['21242.22'],['6073193.5'],['0.038257692']
['19829.879'],['6832731.5'],['0.0402748']
['19346.742'],['4970812.5'],['0.036269583']
['19484.857'],['4767855.5'],['0.037467897']
['18686.787'],['6154481.5'],['0.04294171']
['19045.686'],['7232792.5'],['0.04501998']
['19675.607'],['8201427.0'],['0.048613284']
['19029.234'],['5628723.5'],['0.039358053']
['19329.543'],['5299524.0'],['0.039887104']
['20787.143'],['6362342.5'],['0.043319575']
['20396.508'],['7717385.0'],['0.04347856']
['19892.027'],['7538154.5'],['0.0475779']
['19616.922'],['6197710.0'],['0.043791264']
['19525.719'],['6700599.0'],['0.040528964']
['19552.238'],['5007291.0'],['0.037830297']
['18817.984'],['4434181.5'],['0.033943668']
['19011.963'],['4952665.5'],['0.04046575']
['19921.568'],['6610315.5'],['0.044247266']
['19608.398'],['7332704.5'],['0.045612805']
['19057.23'],['6231506.0'],['0.04108843']
['18943.625'],['4898347.5'],['0.037247714']
['19250.355'],['5772641.5'],['0.03853812']
['20971.918'],['5772641.5'],['2804823.0']
