['1040.2738'],['885263.6'],['0.0100901015']
['1645.1743'],['929552.9'],['0.011929002']
['984.7257'],['875502.2'],['0.009864536']
['939.0135'],['874796.3'],['0.0099139055']
['921.3619'],['872928.6'],['0.010093412']
['918.0334'],['875897.56'],['0.0099139055']
['1014.8208'],['874690.25'],['0.009952203']
['856.9087'],['878291.3'],['0.0097943535']
['1188.3186'],['883669.2'],['0.009779267']
['1121.8933'],['894602.1'],['0.010252128']
['1471.86'],['875264.5'],['0.009896378']
['1016.4942'],['875237.5'],['0.009932512']
['1099.0176'],['876547.75'],['0.0099139055']
['1061.4001'],['875007.7'],['0.009932512']
['954.01514'],['873775.56'],['0.010017833']
['1102.7163'],['884223.94'],['0.009759336']
['986.73047'],['874628.2'],['0.009952203']
['1137.7206'],['876071.6'],['0.009850212']
['1007.12494'],['875555.9'],['0.009896378']
['850.94116'],['874230.3'],['0.010067105']
['1016.4942'],['876013.1'],['0.009994858']
['978.0449'],['873454.25'],['0.010093412']
['940.6798'],['873856.4'],['0.010067105']
['1392.6287'],['873856.4'],['878341.6']
