['13410.986'],['7030110.0'],['0.04386048']
['19020.855'],['6362119.5'],['0.04207042']
['14396.6'],['5315332.0'],['0.025498457']
['12166.836'],['5280040.5'],['0.025177922']
['11867.443'],['5686756.0'],['0.029593011']
['12560.823'],['5479575.0'],['0.026983721']
['11878.895'],['5470042.5'],['0.02855587']
['12343.475'],['5318912.0'],['0.027457442']
['11745.0205'],['5980482.5'],['0.03690352']
['14206.775'],['6159758.5'],['0.03675784']
['12733.04'],['5830586.0'],['0.034599595']
['13846.042'],['5620982.5'],['0.03103039']
['13593.931'],['5641186.5'],['0.030159725']
['12555.12'],['5799348.0'],['0.030979348']
['13867.034'],['6260636.0'],['0.038493596']
['13162.012'],['5708907.0'],['0.028763996']
['13094.5'],['6579484.5'],['0.04463125']
['14842.629'],['8708482.0'],['0.06612035']
['15856.887'],['7761502.5'],['0.0536486']
['15207.894'],['6030488.0'],['0.032803327']
['14397.773'],['6156924.5'],['0.036465928']
['13949.324'],['5524383.0'],['0.02782466']
['12799.742'],['5615355.0'],['0.026455263']
['12510.909'],['5615355.0'],['5629511.5']
