['44943.16'],['21102624.0'],['0.10491437']
['35318.812'],['22257550.0'],['0.106276445']
['48858.754'],['23107310.0'],['0.10610091']
['46372.164'],['18223816.0'],['0.08517766']
['46159.055'],['17647622.0'],['0.08113553']
['43981.16'],['19139438.0'],['0.09501666']
['48575.49'],['20520426.0'],['0.105764546']
['48868.72'],['17900290.0'],['0.08076944']
['45121.87'],['17660118.0'],['0.087303214']
['43572.223'],['18149260.0'],['0.0842904']
['50467.19'],['18906686.0'],['0.08958803']
['50214.867'],['17313842.0'],['0.07901908']
['49688.016'],['20547112.0'],['0.10219291']
['48399.16'],['20505766.0'],['0.10295372']
['50337.72'],['18688814.0'],['0.091260575']
['47286.426'],['20527942.0'],['0.10100347']
['44805.195'],['19937988.0'],['0.10001969']
['48111.31'],['19089590.0'],['0.099438176']
['50283.285'],['17569460.0'],['0.08539615']
['46240.668'],['18525530.0'],['0.09599298']
['46007.82'],['20025582.0'],['0.10186013']
['46254.207'],['17041448.0'],['0.07901908']
['46081.676'],['21105834.0'],['0.105635256']
['46515.242'],['21105834.0'],['19264826.0']
