['8108.016'],['12504631.0'],['0.02772861']
['7549.351'],['12793891.0'],['0.02772861']
['7848.9478'],['11539909.0'],['0.025751853']
['10295.943'],['13056599.0'],['0.028295616']
['9812.093'],['12475501.0'],['0.026970075']
['9343.7'],['13010973.0'],['0.028933836']
['9764.238'],['13503934.0'],['0.027516155']
['10021.832'],['13978814.0'],['0.031085921']
['12895.81'],['13553288.0'],['0.02844593']
['9302.569'],['11385139.0'],['0.02651757']
['10338.497'],['12417507.0'],['0.028194388']
['9945.553'],['12014021.0'],['0.026970075']
['10246.885'],['11970283.0'],['0.027989455']
['10527.978'],['14222303.0'],['0.03394677']
['11759.51'],['14274178.0'],['0.035106305']
['12287.171'],['14123927.0'],['0.033295993']
['10865.764'],['13085166.0'],['0.030322624']
['10594.252'],['13133678.0'],['0.029718077']
['9139.312'],['12573674.0'],['0.028837856']
['9470.527'],['10570346.0'],['0.025751853']
['10082.334'],['11326806.0'],['0.0253236']
['9611.152'],['11240868.0'],['0.025073782']
['11184.097'],['12528182.0'],['0.028933836']
['10378.538'],['12528182.0'],['11462244.0']
