['41523.477'],['35353160.0'],['0.078142546']
['51825.355'],['30887892.0'],['0.06801779']
['41779.707'],['35906172.0'],['0.07358773']
['49207.246'],['36335300.0'],['0.07313773']
['48347.55'],['34775480.0'],['0.07369815']
['48874.605'],['39942480.0'],['0.07886451']
['53172.047'],['32023438.0'],['0.067717776']
['41701.965'],['30880596.0'],['0.07369815']
['48032.37'],['31261066.0'],['0.07449999']
['48149.12'],['39719680.0'],['0.07962641']
['52490.24'],['33628504.0'],['0.07380773']
['34738.027'],['33868150.0'],['0.0718919']
['29764.395'],['35431064.0'],['0.07915079']
['43311.0'],['31850578.0'],['0.07722203']
['43468.637'],['33318646.0'],['0.08054619']
['43159.992'],['32908932.0'],['0.080701716']
['44756.02'],['34937810.0'],['0.08101035']
['45338.375'],['31071522.0'],['0.07465486']
['33676.605'],['28380468.0'],['0.07358773']
['30074.701'],['30938016.0'],['0.077847205']
['48847.44'],['33973050.0'],['0.07915079']
['45053.48'],['32899570.0'],['0.079569265']
['43427.258'],['32600918.0'],['0.0784266']
['42656.008'],['32600918.0'],['31730526.0']
