['90286.12'],['118893700.0'],['0.38880858']
['173053.45'],['125185660.0'],['0.35965705']
['148502.45'],['119154170.0'],['0.2994899']
['136436.81'],['128064920.0'],['0.28220385']
['136587.61'],['110349490.0'],['0.27922586']
['135583.73'],['108985280.0'],['0.25790286']
['134140.84'],['133855304.0'],['0.31757846']
['138783.5'],['119675330.0'],['0.3012455']
['134389.69'],['111271580.0'],['0.29176527']
['136336.61'],['124196240.0'],['0.29647362']
['142937.73'],['106443260.0'],['0.25851008']
['134202.08'],['91766296.0'],['0.23831014']
['116454.04'],['96855640.0'],['0.22376604']
['112323.016'],['90829490.0'],['0.22519238']
['113970.45'],['73256340.0'],['0.20589308']
['113982.01'],['86947190.0'],['0.22198091']
['112140.266'],['94222430.0'],['0.22144485']
['111150.91'],['94954456.0'],['0.23504353']
['124017.92'],['85420400.0'],['0.22608301']
['115577.0'],['84703690.0'],['0.21768637']
['110298.516'],['82647100.0'],['0.22117677']
['110077.555'],['71799660.0'],['0.18933247']
['104174.28'],['69328160.0'],['0.1838283']
['104833.0'],['69328160.0'],['72044584.0']
