['80781.15'],['26688744.0'],['0.10675511']
['53249.508'],['26819680.0'],['0.1562759']
['98380.586'],['27061756.0'],['0.1550163']
['100462.83'],['28048296.0'],['0.15588135']
['104491.65'],['26738152.0'],['0.15427339']
['107419.234'],['28525056.0'],['0.15901765']
['101667.22'],['30231870.0'],['0.15148605']
['80321.63'],['28759246.0'],['0.16461122']
['91644.88'],['27567020.0'],['0.14681688']
['93538.27'],['27890498.0'],['0.15481468']
['98129.53'],['28588816.0'],['0.15801494']
['89640.49'],['26337652.0'],['0.1340741']
['87112.62'],['26420842.0'],['0.14121458']
['88168.15'],['32866982.0'],['0.17241453']
['95062.01'],['32962466.0'],['0.16775249']
['93341.25'],['30177330.0'],['0.1625972']
['88412.664'],['31366128.0'],['0.16024227']
['79303.36'],['23131882.0'],['0.118882015']
['63565.727'],['23637752.0'],['0.12109587']
['63159.074'],['29356828.0'],['0.1624824']
['71704.664'],['28442164.0'],['0.16084272']
['79481.09'],['28419402.0'],['0.16213615']
['77987.58'],['27613216.0'],['0.1579516']
['81752.08'],['27613216.0'],['37425784.0']
