['138.22154'],['73441.37'],['0.009131155']
['334.49847'],['76973.67'],['0.008702506']
['117.81583'],['77690.64'],['0.008744334']
['155.93863'],['79962.76'],['0.008702506']
['181.1659'],['78993.59'],['0.008785572']
['190.8254'],['72960.09'],['0.0089831315']
['216.04205'],['68555.89'],['0.009236554']
['498.14297'],['75088.92'],['0.0089831315']
['210.67747'],['76768.81'],['0.0089831315']
['211.75041'],['69671.9'],['0.010280105']
['328.07175'],['43.239'],['0.010646299']
['1988.9962'],['75492.47'],['0.008905811']
['190.28879'],['79510.84'],['0.008785572']
['144.12762'],['77977.766'],['0.008785572']
['145.73831'],['80375.17'],['0.008702506']
['109.22266'],['78001.84'],['0.008826228']
['122.64917'],['79872.516'],['0.008744334']
['126.40825'],['79979.86'],['0.008660084']
['106.00002'],['78030.125'],['0.008744334']
['150.57018'],['80197.78'],['0.008702506']
['126.40825'],['77775.86'],['0.008826228']
['250.36647'],['78765.82'],['0.0090582315']
['119.42698'],['78495.01'],['0.008785572']
['191.36201'],['78495.01'],['77900.65']
