['70136.22'],['44347200.0'],['0.12824623']
['63644.81'],['44995230.0'],['0.1367613']
['65830.016'],['41448708.0'],['0.117748424']
['59820.9'],['46653204.0'],['0.14095621']
['68894.266'],['46493416.0'],['0.13900702']
['66895.26'],['49305236.0'],['0.14614882']
['72661.15'],['45268700.0'],['0.13866057']
['68107.72'],['48298036.0'],['0.1365272']
['62046.695'],['44301344.0'],['0.13229667']
['59044.617'],['44977044.0'],['0.1305665']
['69958.9'],['47831570.0'],['0.14182748']
['70006.984'],['45380904.0'],['0.13777182']
['68211.85'],['52185336.0'],['0.14340614']
['67735.33'],['46167650.0'],['0.13839059']
['62513.496'],['45984580.0'],['0.13574453']
['57373.863'],['48477148.0'],['0.13815883']
['62576.06'],['49096292.0'],['0.1378493']
['63103.64'],['47121064.0'],['0.13812017']
['63711.164'],['47032836.0'],['0.14027096']
['67473.98'],['52263524.0'],['0.14555998']
['63812.293'],['47515930.0'],['0.13695611']
['64467.484'],['48843240.0'],['0.14559685']
['65524.016'],['47578770.0'],['0.13325484']
['64991.453'],['47578770.0'],['47908900.0']
