['29819.326'],['22509798.0'],['0.070918344']
['34882.55'],['11562253.0'],['0.044030525']
['30519.19'],['12332963.0'],['0.04116708']
['29170.26'],['8117576.5'],['0.0342931']
['27614.258'],['9392188.0'],['0.037012953']
['27665.877'],['10142552.0'],['0.036944915']
['28426.902'],['11223105.0'],['0.042462192']
['30465.014'],['10473274.0'],['0.037965752']
['28761.916'],['10075287.0'],['0.036876876']
['27049.99'],['13991678.0'],['0.04334857']
['28578.268'],['13272055.0'],['0.042462192']
['29328.865'],['16344505.0'],['0.04696382']
['29978.275'],['12092888.0'],['0.04130338']
['27568.031'],['13002264.0'],['0.04150785']
['27624.742'],['13334098.0'],['0.04225767']
['28130.53'],['13677446.0'],['0.04028124']
['28825.305'],['13239106.0'],['0.043484956']
['28757.23'],['14371460.0'],['0.04594044']
['29880.143'],['13172689.0'],['0.046008665']
['30061.297'],['12556015.0'],['0.040621918']
['28974.127'],['11267335.0'],['0.040690057']
['29406.031'],['12687745.0'],['0.0449172']
['29955.701'],['16646220.0'],['0.05133075']
['29769.625'],['16646220.0'],['13596003.0']
