['23569.574'],['12347920.0'],['0.06780883']
['25097.068'],['11518185.0'],['0.06549229']
['22171.916'],['11906479.0'],['0.06695198']
['24294.273'],['13535311.0'],['0.07166223']
['24711.604'],['12022828.0'],['0.064806335']
['24845.371'],['11914984.0'],['0.06695198']
['25229.998'],['10883844.0'],['0.060047407']
['22719.137'],['12219637.0'],['0.06601459']
['25440.447'],['13070043.0'],['0.07136096']
['25903.75'],['12258644.0'],['0.06718313']
['27221.742'],['10046783.0'],['0.052711986']
['23623.076'],['10645884.0'],['0.054830242']
['20948.879'],['12900452.0'],['0.06987894']
['25509.916'],['12250085.0'],['0.0660994']
['24318.17'],['12040766.0'],['0.06575634']
['24519.506'],['13303110.0'],['0.06963576']
['24496.588'],['11314094.0'],['0.062240735']
['24634.92'],['9767678.0'],['0.052200764']
['22342.879'],['11244747.0'],['0.061959498']
['21360.9'],['11727161.0'],['0.0637316']
['25460.693'],['11655758.0'],['0.0637316']
['24132.875'],['11163368.0'],['0.06029724']
['24774.662'],['12229531.0'],['0.06699088']
['24028.992'],['12229531.0'],['13233813.0']
