['4227.082'],['1307116.4'],['0.014077447']
['8012.503'],['3009821.0'],['0.021298837']
['4716.763'],['2966728.5'],['0.0206974']
['4890.959'],['1928780.8'],['0.017790735']
['5682.2944'],['2604502.5'],['0.019887587']
['4412.273'],['2946062.2'],['0.021220395']
['5153.6304'],['2903851.0'],['0.021064257']
['6468.92'],['2761581.0'],['0.019321144']
['5015.7407'],['2808332.2'],['0.02043064']
['6184.912'],['2365586.0'],['0.018927867']
['5067.784'],['3115659.0'],['0.02151584']
['4259.0513'],['3125465.0'],['0.02151584']
['5169.3677'],['2428641.8'],['0.019429654']
['6080.6045'],['2761048.0'],['0.020241935']
['4627.8823'],['3036960.5'],['0.021122692']
['4595.312'],['2490657.5'],['0.019052219']
['5064.632'],['2925442.5'],['0.0207934']
['5433.091'],['2689674.2'],['0.019869091']
['5976.858'],['3039621.0'],['0.02104481']
['4782.5435'],['3098066.8'],['0.020947805']
['2464.2834'],['3254177.5'],['0.021975702']
['2866.763'],['2729558.5'],['0.01937533']
['2020.087'],['3195658.8'],['0.021794766']
['3094.019'],['3195658.8'],['3266368.2']
