['97586.36'],['134140570.0'],['0.28549796']
['98287.34'],['64206636.0'],['0.16360033']
['55327.37'],['56258744.0'],['0.14124475']
['76557.46'],['72958550.0'],['0.17099643']
['82314.25'],['82986620.0'],['0.19508126']
['83780.445'],['93600480.0'],['0.21813239']
['90704.94'],['93770430.0'],['0.23920248']
['85857.7'],['88300590.0'],['0.23797594']
['106398.92'],['92800090.0'],['0.24217713']
['106306.18'],['76889740.0'],['0.19427158']
['100463.88'],['90400230.0'],['0.204679']
['91233.32'],['101709340.0'],['0.23112479']
['85895.664'],['88015864.0'],['0.21404544']
['97856.68'],['85991256.0'],['0.19858563']
['106767.055'],['75476380.0'],['0.18325949']
['108449.34'],['89984136.0'],['0.23455411']
['111968.41'],['96081900.0'],['0.2487185']
['107981.98'],['109541500.0'],['0.2570501']
['93854.984'],['123061740.0'],['0.28626114']
['91049.164'],['99005140.0'],['0.22548108']
['106156.945'],['90738860.0'],['0.20414223']
['108701.63'],['80210800.0'],['0.204679']
['111679.18'],['102737336.0'],['0.27374297']
['111128.78'],['102737336.0'],['85744400.0']
