['1302.7844'],['1160296.5'],['0.012209041']
['1463.5325'],['1911506.4'],['0.018644297']
['2121.4011'],['1986692.1'],['0.020772723']
['2198.9226'],['4439159.5'],['0.029990606']
['2996.9934'],['2504513.5'],['0.025003184']
['2764.742'],['4683065.0'],['0.031293735']
['3421.8064'],['1083473.2'],['0.0151824895']
['2566.4468'],['5414718.0'],['0.035462927']
['3119.608'],['3136397.2'],['0.024525551']
['2247.6692'],['737073.7'],['0.01149315']
['1643.5328'],['938358.56'],['0.01231062']
['1540.1049'],['650308.6'],['0.010872767']
['884.44696'],['244317.17'],['0.008866553']
['1024.4802'],['375559.66'],['0.00929422']
['871.4726'],['417819.66'],['0.009719045']
['645.8137'],['208322.2'],['0.008543929']
['348.6544'],['193630.88'],['0.008543929']
['157.7723'],['255672.1'],['0.008543929']
['92.50728'],['213001.75'],['0.008651649']
['91.10967'],['208309.95'],['0.008543929']
['118.99053'],['290263.78'],['0.008651649']
['159.15195'],['197675.47'],['0.008436031']
['245.32162'],['258940.72'],['0.008651649']
['130.1009'],['258940.72'],['304941.72']
