['5562.928'],['3202593.0'],['0.017271986']
['5088.056'],['1753980.4'],['0.013590588']
['4263.129'],['2234303.2'],['0.0133772']
['4650.5396'],['1330506.2'],['0.011651078']
['4359.7593'],['1961971.9'],['0.0124424845']
['4366.0234'],['1204593.1'],['0.011651078']
['4934.042'],['3188279.0'],['0.015593719']
['4238.4106'],['2450945.5'],['0.014058622']
['5147.722'],['2855354.2'],['0.014246815']
['4721.5894'],['1955777.9'],['0.013003827']
['4928.434'],['3502407.5'],['0.016896475']
['4676.1484'],['2572475.2'],['0.014658249']
['4994.223'],['2116005.8'],['0.013304314']
['4930.3037'],['3512864.2'],['0.01583859']
['5240.749'],['1995622.5'],['0.013520329']
['4454.4663'],['3127153.0'],['0.015182163']
['4990.0312'],['2980200.5'],['0.014876569']
['4219.0015'],['2578674.0'],['0.01448658']
['4986.769'],['3398776.5'],['0.016164474']
['4696.043'],['1387673.4'],['0.011833952']
['4324.0625'],['2445714.8'],['0.0143079385']
['4292.653'],['2509826.8'],['0.014823104']
['4857.2427'],['2160611.5'],['0.0147139495']
['4458.3022'],['2160611.5'],['2647588.2']
