['37585.875'],['17150226.0'],['0.05613658']
['20807.342'],['12537497.0'],['0.045174956']
['19352.23'],['23853348.0'],['0.073498294']
['38789.56'],['29080878.0'],['0.08552966']
['44076.625'],['26162538.0'],['0.08142005']
['39863.066'],['24628064.0'],['0.082873076']
['39316.14'],['14279991.0'],['0.05245375']
['23143.598'],['28311084.0'],['0.087046005']
['39136.395'],['30012422.0'],['0.09167268']
['40200.293'],['29458708.0'],['0.09431839']
['41621.773'],['16619522.0'],['0.056777865']
['21521.87'],['13023480.0'],['0.0487028']
['19435.873'],['28960852.0'],['0.09389426']
['39723.59'],['31172670.0'],['0.0935234']
['38660.688'],['34626780.0'],['0.108434275']
['37523.73'],['29431720.0'],['0.096763216']
['36672.094'],['29697450.0'],['0.10248978']
['37096.223'],['14998568.0'],['0.054119717']
['20936.627'],['13817057.0'],['0.055742368']
['18904.012'],['32735374.0'],['0.10297396']
['40635.605'],['30444996.0'],['0.096284084']
['39272.707'],['30033990.0'],['0.096124455']
['39782.562'],['30190490.0'],['0.094849005']
['40165.395'],['30190490.0'],['33681308.0']
