['1043.0853'],['193780.92'],['0.009560147']
['582.1815'],['205560.78'],['0.008622269']
['273.8457'],['203798.98'],['0.0090818545']
['1110.1058'],['199033.19'],['0.00946166']
['1202.4763'],['204606.17'],['0.009026768']
['1166.7074'],['203887.3'],['0.009133621']
['1407.2755'],['204617.88'],['0.008771706']
['461.509'],['205210.73'],['0.008968284']
['1079.9614'],['203734.44'],['0.009133621']
['1055.7657'],['201958.47'],['0.0092697125']
['1038.8049'],['205849.44'],['0.008622269']
['495.0644'],['206259.83'],['0.008457375']
['339.37445'],['203705.28'],['0.009133621']
['906.5281'],['201767.75'],['0.009227479']
['945.2453'],['203326.14'],['0.0090818545']
['883.02313'],['201752.12'],['0.009227479']
['1156.6472'],['200938.64'],['0.009345134']
['906.5281'],['201940.75'],['0.008771706']
['459.02414'],['205036.2'],['0.00869888']
['355.37323'],['197006.2'],['0.00946166']
['938.1882'],['201052.45'],['0.009345134']
['1048.2806'],['201352.42'],['0.009408943']
['1185.1205'],['197981.95'],['0.009378457']
['1167.8552'],['197981.95'],['183865.44']
