['1879.5226'],['9102116.0'],['0.050145555']
['3704.0752'],['6176961.5'],['0.04244396']
['1813.8583'],['6177950.5'],['0.04054477']
['1734.7601'],['5656085.0'],['0.03811046']
['1731.5751'],['5898745.5'],['0.040138677']
['1672.3589'],['6764048.0'],['0.04288689']
['1946.0208'],['5541837.0'],['0.042059567']
['1525.1494'],['5704249.5'],['0.03993391']
['1703.637'],['6604245.5'],['0.04199507']
['1814.644'],['7245173.5'],['0.044180434']
['1840.5219'],['5918272.5'],['0.039033197']
['1289.8325'],['5245031.5'],['0.037385445']
['1246.2261'],['5880417.0'],['0.042507604']
['1803.6326'],['6165525.5'],['0.043693833']
['1962.9141'],['6720618.5'],['0.04471889']
['1902.8032'],['6766545.0'],['0.043509413']
['1969.0454'],['6985818.5'],['0.044540454']
['2132.215'],['6023605.5'],['0.04000229']
['1456.5078'],['5180099.5'],['0.036869954']
['1185.9194'],['5965702.0'],['0.040679123']
['1972.1085'],['6505422.5'],['0.041474666']
['1798.9072'],['6122771.5'],['0.041409064']
['1707.6357'],['6012849.0'],['0.03965909']
['1762.5594'],['6012849.0'],['7106922.0']
