['2838.957'],['156655.53'],['0.009752404']
['2757.1814'],['131660.55'],['0.0100043155']
['2617.2231'],['165875.27'],['0.009633299']
['2694.1758'],['171005.45'],['0.009621143']
['2835.845'],['169830.67'],['0.009633299']
['2825.478'],['170785.53'],['0.009578238']
['2653.6924'],['160073.33'],['0.009939283']
['2815.126'],['153023.33'],['0.009723046']
['2649.7769'],['169824.97'],['0.009578238']
['2350.428'],['171831.95'],['0.009602822']
['2790.0417'],['170757.8'],['0.009639361']
['2642.15'],['171666.53'],['0.009559682']
['2798.2576'],['166828.56'],['0.009645411']
['2616.5083'],['171513.28'],['0.009615047']
['2762.429'],['166979.42'],['0.009699358']
['2700.0852'],['168311.17'],['0.009645411']
['2592.583'],['168359.97'],['0.009596694']
['2642.4849'],['167753.06'],['0.009699358']
['2712.3103'],['169778.38'],['0.009687449']
['2819.7795'],['148323.31'],['0.009821737']
['2624.6587'],['172394.94'],['0.009547254']
['2440.0505'],['127638.45'],['0.010030958']
['2738.54'],['171907.61'],['0.009602822']
['2423.6309'],['171907.61'],['168166.28']
