['127723.34'],['44216856.0'],['0.20714895']
['66772.87'],['45460184.0'],['0.18192406']
['106694.24'],['58762892.0'],['0.27414384']
['170993.84'],['58133030.0'],['0.27976146']
['161933.58'],['59260060.0'],['0.30478814']
['165815.45'],['58409716.0'],['0.31439188']
['164353.42'],['54126670.0'],['0.2539688']
['125649.59'],['53713400.0'],['0.23486474']
['158873.03'],['57324530.0'],['0.2412287']
['167971.16'],['56800096.0'],['0.24731225']
['165644.8'],['43848220.0'],['0.16880862']
['114665.89'],['37889060.0'],['0.14041416']
['106768.23'],['47281668.0'],['0.16601223']
['152273.42'],['55708084.0'],['0.20503163']
['158656.86'],['52481732.0'],['0.18417656']
['152360.2'],['52101388.0'],['0.17740357']
['151336.17'],['50780564.0'],['0.16711478']
['147690.73'],['38030016.0'],['0.13089666']
['105367.805'],['39523700.0'],['0.1525174']
['97849.54'],['50958450.0'],['0.21039699']
['153178.86'],['53626224.0'],['0.1983222']
['153773.02'],['51812050.0'],['0.18841717']
['153693.69'],['51218890.0'],['0.18617444']
['149608.25'],['51218890.0'],['50694870.0']
