['14190.239'],['8304515.5'],['0.0327724']
['15494.014'],['8766538.0'],['0.030526854']
['14621.52'],['8957309.0'],['0.032063246']
['14891.881'],['8020208.0'],['0.029384429']
['14889.733'],['8201347.0'],['0.030272247']
['14750.449'],['8902669.0'],['0.03406969']
['15258.253'],['8272151.0'],['0.029510943']
['15105.0'],['9124925.0'],['0.032514166']
['14971.26'],['10411070.0'],['0.03762246']
['15069.201'],['9458194.0'],['0.036694445']
['15211.674'],['9538858.0'],['0.033809416']
['15392.355'],['11069592.0'],['0.0409753']
['15487.14'],['9136841.0'],['0.035180338']
['15351.511'],['9880273.0'],['0.038221553']
['15734.349'],['8944301.0'],['0.033419773']
['15298.4'],['8704316.0'],['0.031421266']
['14716.7705'],['11132964.0'],['0.041110646']
['15319.653'],['8439157.0'],['0.032127585']
['15104.466'],['8867598.0'],['0.037290473']
['14583.145'],['8102771.0'],['0.031421266']
['14643.394'],['6947054.5'],['0.02625617']
['15078.019'],['7590831.0'],['0.031293184']
['14499.525'],['7785254.0'],['0.029447673']
['15264.637'],['7785254.0'],['7015396.5']
