['1515.3158'],['10718192.0'],['0.038339857']
['6504.028'],['16001630.0'],['0.052115984']
['9892.132'],['16387106.0'],['0.05291426']
['11379.594'],['19661126.0'],['0.06378474']
['12969.574'],['18606318.0'],['0.061585102']
['11586.709'],['18049928.0'],['0.057198014']
['13641.993'],['16681671.0'],['0.054672256']
['9819.305'],['18188716.0'],['0.058670145']
['11094.999'],['19273778.0'],['0.061743468']
['11123.817'],['15879032.0'],['0.048134957']
['10061.806'],['11308724.0'],['0.04169532']
['9429.083'],['17120310.0'],['0.055288002']
['9726.087'],['15854657.0'],['0.051802985']
['11101.782'],['16375273.0'],['0.05374913']
['9350.911'],['12870786.0'],['0.04324421']
['7201.6084'],['8688498.0'],['0.032597654']
['4703.258'],['7195215.5'],['0.030269893']
['4352.244'],['10768747.0'],['0.036339737']
['5504.924'],['7987042.0'],['0.029334072']
['4356.235'],['7813163.5'],['0.031798318']
['4300.3213'],['8246136.5'],['0.03057869']
['4969.0366'],['9662025.0'],['0.03279578']
['3712.4026'],['8300067.0'],['0.03169763']
['3693.191'],['8300067.0'],['11695973.0']
