['17206.57'],['7416785.5'],['0.03456336']
['19604.625'],['8147039.0'],['0.04030892']
['27892.23'],['5908879.5'],['0.032831293']
['18961.264'],['5966064.5'],['0.032736007']
['18135.666'],['6109579.5'],['0.033934202']
['18360.275'],['6677799.0'],['0.035098977']
['19352.564'],['7178908.0'],['0.036080435']
['24133.357'],['6659624.0'],['0.03667401']
['18538.78'],['5709421.5'],['0.032403287']
['18579.55'],['5964556.5'],['0.033022165']
['19078.775'],['6917719.0'],['0.03667401']
['24878.271'],['7772660.0'],['0.0423821']
['24083.61'],['5609002.5'],['0.0317886']
['19335.266'],['5616139.5'],['0.03211906']
['18749.822'],['6758182.0'],['0.03573581']
['20150.676'],['7038101.5'],['0.037470914']
['19191.688'],['6670380.5'],['0.034127343']
['20517.281'],['9329880.0'],['0.041756153']
['28086.77'],['8709210.0'],['0.03943939']
['27618.287'],['6663420.5'],['0.03568668']
['18456.516'],['7682222.0'],['0.0380224']
['19316.102'],['6532001.5'],['0.034079023']
['19708.416'],['7954464.5'],['0.037470914']
['21458.488'],['7954464.5'],['9054818.0']
