['11469.089'],['5984620.5'],['0.025374481']
['15756.001'],['5532269.5'],['0.023322005']
['15705.626'],['5107232.0'],['0.020635458']
['12026.541'],['4900386.5'],['0.021159038']
['10642.959'],['6049409.5'],['0.024036152']
['12699.531'],['5687570.0'],['0.024248205']
['13350.574'],['4926327.5'],['0.022362601']
['15049.865'],['3562555.5'],['0.018956555']
['12308.993'],['4215675.0'],['0.019137083']
['12636.647'],['5273328.0'],['0.02151362']
['13024.5625'],['5961727.5'],['0.024910413']
['16938.717'],['5467426.0'],['0.023111032']
['15102.683'],['3395068.8'],['0.01761039']
['12850.309'],['4984979.5'],['0.021443976']
['12551.966'],['6070400.0'],['0.024079578']
['11926.622'],['4977466.5'],['0.021651017']
['12867.318'],['5998769.0'],['0.024408845']
['11977.873'],['6230598.5'],['0.0255203']
['16240.553'],['6432559.5'],['0.025887644']
['15833.83'],['5581088.5'],['0.023764784']
['11167.81'],['5571303.5'],['0.023002198']
['11577.51'],['5916897.5'],['0.02367014']
['12656.27'],['5503966.5'],['0.022946933']
['12957.802'],['5503966.5'],['4399825.5']
