['22786.459'],['15694733.0'],['0.03565004']
['23468.535'],['27164056.0'],['0.056909427']
['16682.643'],['26438500.0'],['0.056053326']
['16214.049'],['25820478.0'],['0.054442227']
['15943.678'],['26086072.0'],['0.055526625']
['15781.715'],['27671860.0'],['0.057023626']
['16794.777'],['23669084.0'],['0.05008203']
['13731.981'],['25498998.0'],['0.054837458']
['15736.177'],['26182184.0'],['0.055283822']
['15995.134'],['26910908.0'],['0.056665253']
['16604.707'],['24470378.0'],['0.0499942']
['13464.521'],['23500996.0'],['0.0499942']
['13054.609'],['26672784.0'],['0.056115028']
['15950.2'],['26626452.0'],['0.05660387']
['15894.673'],['26624020.0'],['0.05639407']
['16518.195'],['26957876.0'],['0.056419298']
['16526.367'],['27626794.0'],['0.05706854']
['17242.72'],['24449960.0'],['0.051089335']
['14197.107'],['22972520.0'],['0.048109658']
['13649.46'],['27078208.0'],['0.05683953']
['17869.438'],['25591270.0'],['0.055407546']
['16008.133'],['26664218.0'],['0.056232516']
['15851.421'],['26548126.0'],['0.055989634']
['15759.292'],['26548126.0'],['21239034.0']
