['32087.832'],['26136884.0'],['0.073407136']
['32240.684'],['30856914.0'],['0.09414469']
['34880.664'],['35064000.0'],['0.09756116']
['31022.34'],['31435378.0'],['0.096878536']
['30234.133'],['36844950.0'],['0.101475716']
['31710.434'],['33824372.0'],['0.09728589']
['29261.688'],['36624250.0'],['0.10192158']
['33596.906'],['28797538.0'],['0.09395613']
['31251.947'],['27564250.0'],['0.087050505']
['31741.938'],['27082018.0'],['0.0901325']
['31545.074'],['31679232.0'],['0.091625795']
['33485.52'],['26840134.0'],['0.08810198']
['32292.71'],['28467200.0'],['0.08370587']
['32011.375'],['27039926.0'],['0.08347737']
['32615.865'],['21947404.0'],['0.068513975']
['31231.217'],['20518956.0'],['0.06392766']
['32671.518'],['22429320.0'],['0.06916207']
['32650.03'],['21551208.0'],['0.07220952']
['33852.297'],['25181078.0'],['0.07882662']
['31976.959'],['24469848.0'],['0.0812265']
['31140.078'],['30523948.0'],['0.08715237']
['31648.633'],['30112718.0'],['0.094771616']
['32270.244'],['26997816.0'],['0.08017166']
['32358.707'],['26997816.0'],['14398556.0']
