['1661.1473'],['1563652.4'],['0.011292695']
['1270.26'],['1379288.6'],['0.010529763']
['656.43365'],['2468048.0'],['0.013309817']
['1771.2751'],['2255440.5'],['0.013392503']
['1723.5157'],['2601265.5'],['0.013945669']
['1673.0332'],['2194736.2'],['0.01301298']
['1657.4694'],['2218113.2'],['0.012838075']
['1234.426'],['2030485.9'],['0.012838075']
['1723.954'],['2789982.0'],['0.013945669']
['1608.7686'],['2400206.0'],['0.013433497']
['1717.8044'],['1903795.5'],['0.012146797']
['1416.309'],['1587103.5'],['0.01124002']
['1323.6403'],['2508173.5'],['0.013351277']
['1472.8646'],['2361718.2'],['0.013141624']
['1539.0615'],['2126703.8'],['0.01301298']
['1638.468'],['2367095.5'],['0.013555092']
['1446.6721'],['2989125.8'],['0.014349963']
['1566.7427'],['2102815.5'],['0.0122896135']
['1368.3655'],['1560579.4'],['0.011345093']
['1056.8594'],['2194698.0'],['0.0130561']
['1755.1266'],['2395634.0'],['0.0136350095']
['1726.5807'],['2434127.2'],['0.013514791']
['1647.7689'],['2598366.8'],['0.013907615']
['1559.8689'],['2598366.8'],['2683688.2']
