['4030.919'],['34915664.0'],['0.09208826']
['32254.066'],['37667404.0'],['0.12095773']
['32536.893'],['36636196.0'],['0.13573517']
['40788.21'],['38622136.0'],['0.13439989']
['38930.234'],['38774480.0'],['0.14691387']
['40002.523'],['44522492.0'],['0.16791402']
['38334.297'],['36744220.0'],['0.12117191']
['34448.36'],['39130996.0'],['0.13419397']
['46251.17'],['41819964.0'],['0.15395416']
['42963.656'],['31136366.0'],['0.10996847']
['39666.49'],['34916748.0'],['0.117512785']
['28803.488'],['43964590.0'],['0.1329558']
['28894.668'],['36251636.0'],['0.12202731']
['39534.15'],['30435302.0'],['0.087191924']
['40246.688'],['28573110.0'],['0.06489594']
['26819.305'],['16264319.0'],['0.036938462']
['16827.758'],['11643239.0'],['0.019523863']
['13384.192'],['10814424.0'],['0.013765334']
['8873.354'],['5189227.5'],['0.008']
['6262.3926'],['9654.563'],['0.008']
['3504.6133'],['9654.563'],['0.008']
['2749.4043'],['9654.563'],['0.008']
['2977.9614'],['9654.563'],['0.008']
['1386.9766'],['9654.563'],['9654.563']
