['8965.308'],['5817066.5'],['0.03146977']
['11980.501'],['4204903.0'],['0.027420608']
['9779.88'],['2985311.0'],['0.020483665']
['9930.104'],['2717033.2'],['0.020823566']
['10666.276'],['4018420.5'],['0.024958406']
['10192.837'],['4392055.5'],['0.025336765']
['9824.867'],['4545237.0'],['0.026058726']
['10379.751'],['2517076.0'],['0.020483665']
['10569.94'],['3132310.5'],['0.021565622']
['10887.561'],['4230372.5'],['0.025703466']
['10426.585'],['3840198.0'],['0.02527452']
['10244.432'],['5663231.0'],['0.030673157']
['10827.851'],['3537201.8'],['0.026000302']
['9299.569'],['2847829.8'],['0.020907562']
['9469.815'],['3059992.0'],['0.02056923']
['9444.782'],['2824921.5'],['0.02056923']
['9007.305'],['3182101.0'],['0.0233239']
['9116.709'],['2608652.8'],['0.020137444']
['9148.717'],['5441560.5'],['0.030703537']
['9661.897'],['3590993.8'],['0.02339599']
['9324.948'],['3191328.5'],['0.022583298']
['9430.088'],['3131878.5'],['0.022276867']
['9375.913'],['3852961.5'],['0.023960033']
['9945.557'],['3852961.5'],['3796474.2']
