['7545.693'],['3385714.2'],['0.0155516025']
['3688.9563'],['3503814.0'],['0.01565927']
['3850.1133'],['5125819.5'],['0.019476442']
['7110.549'],['5259948.5'],['0.020322606']
['7404.817'],['5632354.5'],['0.02117982']
['7151.7026'],['6536945.0'],['0.02256655']
['7335.482'],['3733823.5'],['0.015983457']
['3943.323'],['5912706.0'],['0.021376193']
['7053.3657'],['5424360.5'],['0.02036133']
['8406.698'],['6828136.5'],['0.022967983']
['7291.5796'],['3820478.5'],['0.01700339']
['3738.4856'],['3393673.5'],['0.015515757']
['3644.051'],['6360206.5'],['0.022008454']
['7639.095'],['7927310.0'],['0.024432536']
['7985.8955'],['6219925.5'],['0.021889456']
['8287.86'],['6986238.0'],['0.022486541']
['7598.737'],['5883884.0'],['0.0214549']
['7278.522'],['3571120.0'],['0.015803134']
['3821.5586'],['3357652.0'],['0.01540835']
['3585.2676'],['6229762.5'],['0.021731112']
['8053.2954'],['11206248.0'],['0.02918633']
['7860.9346'],['6454106.0'],['0.0219291']
['7578.3545'],['7020830.5'],['0.02304855']
['7911.0137'],['7020830.5'],['6673758.0']
