['38325.58'],['12473058.0'],['0.050860602']
['30165.953'],['6414755.0'],['0.028739208']
['15470.848'],['9716821.0'],['0.043144654']
['39107.418'],['10779020.0'],['0.04428579']
['41903.066'],['10111151.0'],['0.043051146']
['41847.363'],['10564032.0'],['0.045883153']
['44310.332'],['10590913.0'],['0.04378996']
['32171.652'],['9750705.0'],['0.04433038']
['42029.383'],['10628569.0'],['0.04600801']
['44724.195'],['10627520.0'],['0.045248475']
['41520.0'],['8016090.5'],['0.03586777']
['25461.703'],['8569861.0'],['0.03771085']
['17858.594'],['11151547.0'],['0.047723692']
['43048.156'],['11149474.0'],['0.04923558']
['41155.996'],['12005484.0'],['0.050730925']
['42074.863'],['12497628.0'],['0.055221997']
['43746.754'],['12301164.0'],['0.052885253']
['43294.4'],['9916329.0'],['0.04219455']
['26125.775'],['6154458.0'],['0.02831292']
['18024.055'],['8648392.0'],['0.040087685']
['40329.887'],['10764978.0'],['0.04351537']
['41116.91'],['9982960.0'],['0.043237824']
['43781.734'],['9270773.0'],['0.041608233']
['42570.805'],['9270773.0'],['9508118.0']
