['7938.9395'],['1764844.4'],['0.015367056']
['7693.42'],['1813289.1'],['0.016715901']
['9204.33'],['1861151.6'],['0.016473832']
['8134.026'],['2902432.0'],['0.020512834']
['7174.8726'],['3395923.2'],['0.021698613']
['7179.4756'],['1888391.8'],['0.017963989']
['8163.222'],['1981890.2'],['0.018602673']
['7962.648'],['1652627.2'],['0.015367056']
['7938.2417'],['2309822.0'],['0.019060753']
['8121.7695'],['8330338.5'],['0.031833082']
['8214.54'],['2734823.0'],['0.019569706']
['9080.002'],['3393496.8'],['0.02345622']
['8335.959'],['1954774.8'],['0.016956575']
['6947.89'],['2396219.0'],['0.017611273']
['8169.9956'],['2238527.8'],['0.018545035']
['8013.993'],['1892437.1'],['0.016956575']
['9192.768'],['2118656.0'],['0.019457186']
['8454.665'],['2658000.8'],['0.019174438']
['8179.468'],['3499679.8'],['0.022485087']
['7844.776'],['3160221.5'],['0.020293048']
['8346.535'],['1857952.2'],['0.016715901']
['7524.411'],['2239496.8'],['0.01767027']
['8055.367'],['1980969.1'],['0.01561549']
['8239.392'],['1980969.1'],['2115496.0']
