['6477.362'],['6573816.5'],['0.034456793']
['13552.487'],['3695524.2'],['0.029901028']
['8932.572'],['3121086.5'],['0.02755682']
['8414.298'],['3616417.0'],['0.026830707']
['7497.905'],['3367435.2'],['0.025554672']
['9320.234'],['3931171.2'],['0.029062295']
['8872.228'],['3428890.5'],['0.024516784']
['9388.529'],['4460298.5'],['0.028461289']
['7836.73'],['4581302.5'],['0.034515306']
['8024.182'],['3298624.5'],['0.02248976']
['9493.619'],['4171385.0'],['0.026648832']
['9392.032'],['3124207.0'],['0.023228716']
['9090.041'],['4089038.0'],['0.024761382']
['9485.737'],['3296267.8'],['0.023965556']
['8952.689'],['3404851.2'],['0.021005599']
['7926.5166'],['5198302.0'],['0.024944678']
['8366.2705'],['4678446.5'],['0.025737379']
['10128.154'],['3518784.2'],['0.02470026']
['9367.514'],['3710556.5'],['0.024455594']
['7490.941'],['3097075.5'],['0.023535991']
['8430.892'],['2100159.5'],['0.018388752']
['7506.6084'],['3949130.0'],['0.021995962']
['6870.2637'],['5879352.0'],['0.031983986']
['7472.6626'],['5879352.0'],['2032346.9']
