['4385.5815'],['1094694.1'],['0.023198493']
['4925.745'],['828091.56'],['0.012567521']
['4624.4346'],['555516.0'],['0.0102176815']
['4417.6357'],['818070.7'],['0.01193306']
['4887.6436'],['595409.44'],['0.0120610595']
['4368.405'],['488150.44'],['0.009808027']
['4209.388'],['588824.3'],['0.0120610595']
['4408.937'],['503816.4'],['0.009531995']
['4133.8945'],['459501.9'],['0.009945163']
['3894.7776'],['499975.97'],['0.010081713']
['4365.278'],['526800.75'],['0.0114154685']
['4541.0547'],['802311.7'],['0.0137955295']
['4867.9263'],['476222.22'],['0.010353068']
['4408.937'],['594025.0'],['0.011675386']
['4451.0913'],['439571.28'],['0.009670304']
['4116.438'],['417438.72'],['0.010487876']
['3689.927'],['583304.7'],['0.0107557615']
['4035.089'],['1115239.2'],['0.016421255']
['4860.0806'],['1028565.3'],['0.016203558']
['4355.5737'],['2781808.0'],['0.02001569']
['4460.9736'],['1275310.6'],['0.014506739']
['4050.7766'],['1505254.1'],['0.013915382']
['4426.635'],['1170089.2'],['0.014271772']
['3978.9414'],['1170089.2'],['1248803.0']
