['1378.0791'],['449365.53'],['0.015517931']
['1361.3575'],['327011.7'],['0.01634094']
['1435.408'],['307005.4'],['0.016284402']
['1382.4557'],['325718.16'],['0.016318507']
['1392.8713'],['326808.2'],['0.016318507']
['1385.0588'],['358848.5'],['0.016395941']
['1384.4097'],['310495.97'],['0.016249744']
['1357.7953'],['301591.56'],['0.016249744']
['1373.3213'],['303094.62'],['0.016249744']
['1374.8765'],['302616.75'],['0.016261358']
['1366.3643'],['303488.28'],['0.01623807']
['1382.9995'],['318821.25'],['0.016329754']
['1421.5675'],['321715.34'],['0.016352063']
['1492.456'],['324799.6'],['0.016374124']
['1428.3265'],['327581.44'],['0.01634094']
['1400.2144'],['337877.66'],['0.016352063']
['1394.1404'],['303533.2'],['0.016329754']
['1371.4252'],['342654.97'],['0.016406758']
['1434.754'],['343436.34'],['0.016352063']
['1410.1494'],['313254.28'],['0.016284402']
['1464.6028'],['359550.0'],['0.016395941']
['1387.7522'],['334944.78'],['0.016374124']
['1389.4662'],['333758.75'],['0.016374124']
['1442.2327'],['333758.75'],['311566.84']
