['72823.24'],['53027320.0'],['0.19636087']
['84686.51'],['61790100.0'],['0.17645022']
['91417.55'],['55596868.0'],['0.17025495']
['88469.195'],['58470064.0'],['0.16653767']
['88297.89'],['53171550.0'],['0.15158108']
['92463.61'],['54624588.0'],['0.14834099']
['92068.875'],['56530990.0'],['0.16853282']
['95950.3'],['45672960.0'],['0.1491837']
['89532.21'],['40713824.0'],['0.13577282']
['88312.49'],['58409820.0'],['0.15962647']
['93831.87'],['44051440.0'],['0.14573584']
['90450.25'],['36907784.0'],['0.13319743']
['78077.16'],['49851564.0'],['0.1665891']
['78272.15'],['54527580.0'],['0.17708237']
['79935.46'],['43376650.0'],['0.15855773']
['80455.0'],['42032244.0'],['0.15230052']
['80657.76'],['44883190.0'],['0.16279846']
['74256.74'],['47461310.0'],['0.16143021']
['78921.17'],['40490264.0'],['0.1548264']
['78091.766'],['45577020.0'],['0.1548264']
['79378.53'],['40456096.0'],['0.15074787']
['80143.34'],['49763916.0'],['0.1678701']
['81021.13'],['47298450.0'],['0.1607955']
['82653.3'],['47298450.0'],['39697216.0']
