['807.001'],['0.152'],['0.006676806']
['1.0'],['0.152'],['0.006676806']
['1.0'],['0.152'],['0.006676806']
['1.0'],['0.152'],['0.006676806']
['1.0'],['0.152'],['0.006676806']
['1.0'],['0.152'],['0.006676806']
['1.0'],['0.152'],['0.006676806']
['1.0'],['0.152'],['0.006676806']
['1.0'],['0.152'],['0.006676806']
['1.0'],['0.152'],['0.006676806']
['1.0'],['0.152'],['0.006676806']
['1.0'],['0.152'],['0.006676806']
['1.0'],['0.152'],['0.006941566']
['1.0'],['0.152'],['0.0068024723']
['1.0'],['8504.169'],['0.0071326937']
['1467.4207'],['10699.662'],['0.0069962833']
['1859.0667'],['0.152'],['0.0064225043']
['1519.6986'],['13085.108'],['0.0068024723']
['1887.8109'],['13085.108'],['0.0066218777']
['1887.8109'],['13085.108'],['0.006717513']
['1887.8109'],['13787.632'],['0.0068024723']
['867.56287'],['13787.632'],['0.0068024723']
['867.56287'],['13787.632'],['0.006717513']
['867.56287'],['13787.632'],['13762.905']
