['30201.6'],['38381460.0'],['0.14182004']
['44555.438'],['24631214.0'],['0.073674634']
['33450.676'],['24857854.0'],['0.087362096']
['32148.684'],['27247310.0'],['0.09167437']
['34425.523'],['27804566.0'],['0.09740352']
['37842.234'],['33521298.0'],['0.10260128']
['34713.336'],['27885972.0'],['0.08278225']
['37642.516'],['24433776.0'],['0.08438691']
['32657.19'],['27435696.0'],['0.08927794']
['34785.977'],['28179492.0'],['0.09038061']
['33034.17'],['38697980.0'],['0.10075887']
['36145.68'],['22922122.0'],['0.07900049']
['33145.582'],['30286266.0'],['0.10279608']
['29571.938'],['35759628.0'],['0.107123196']
['29738.105'],['29944304.0'],['0.10211499']
['31624.236'],['34133336.0'],['0.12290111']
['33477.953'],['32252080.0'],['0.09673844']
['35564.027'],['40173170.0'],['0.11356005']
['39347.637'],['26489496.0'],['0.088454716']
['36706.586'],['30821326.0'],['0.097975194']
['30193.346'],['26097446.0'],['0.09541422']
['34674.39'],['29391278.0'],['0.102406636']
['35194.527'],['19608552.0'],['0.06702108']
['26069.375'],['19608552.0'],['17268818.0']
