['172635.16'],['41986636.0'],['0.16848457']
['212860.89'],['34843280.0'],['0.14580527']
['161703.56'],['33720950.0'],['0.13859']
['161876.0'],['35022340.0'],['0.13764906']
['157048.23'],['34014228.0'],['0.13812086']
['156806.69'],['35674984.0'],['0.14713363']
['165525.89'],['31422928.0'],['0.13587333']
['166389.75'],['32530452.0'],['0.13134274']
['155944.95'],['34569000.0'],['0.14096127']
['160908.34'],['34960972.0'],['0.14089632']
['152878.6'],['37564764.0'],['0.14463834']
['155673.33'],['32912438.0'],['0.13518049']
['157661.16'],['41671220.0'],['0.15535113']
['158568.75'],['40620390.0'],['0.15358235']
['159468.38'],['37407588.0'],['0.14476205']
['161844.81'],['38366776.0'],['0.15103154']
['171272.95'],['41414532.0'],['0.15948288']
['178123.67'],['37573070.0'],['0.14994842']
['190315.98'],['40800110.0'],['0.15913732']
['176686.2'],['40552250.0'],['0.15330993']
['172535.2'],['31501128.0'],['0.12181356']
['169400.39'],['32469006.0'],['0.11905972']
['168743.61'],['36240710.0'],['0.13545829']
['173526.88'],['36240710.0'],['33316714.0']
