['54174.3'],['37792972.0'],['0.15194148']
['71577.11'],['32691038.0'],['0.14685406']
['65414.938'],['29886754.0'],['0.12599635']
['64344.63'],['31810126.0'],['0.13886596']
['63988.117'],['34729076.0'],['0.15236041']
['66814.75'],['36589620.0'],['0.1586888']
['66285.43'],['32733536.0'],['0.14237878']
['69511.04'],['28888290.0'],['0.12663077']
['59497.08'],['32490044.0'],['0.13851427']
['60941.92'],['31379262.0'],['0.13396907']
['61098.277'],['37412988.0'],['0.15011886']
['63176.875'],['37317624.0'],['0.14601667']
['65579.15'],['30193880.0'],['0.121041']
['60003.805'],['33605604.0'],['0.13463137']
['61517.547'],['31460706.0'],['0.14046696']
['58242.152'],['34311390.0'],['0.13723716']
['63097.527'],['37470224.0'],['0.15133885']
['64883.21'],['39132428.0'],['0.16618972']
['67998.06'],['32437944.0'],['0.13352515']
['63743.938'],['30627998.0'],['0.1264725']
['64284.254'],['42194364.0'],['0.15764701']
['65238.016'],['29301898.0'],['0.11518081']
['62121.234'],['36414176.0'],['0.122443065']
['60341.906'],['36414176.0'],['27966338.0']
