['1956.7588'],['607592.6'],['0.011008464']
['2076.1716'],['429381.44'],['0.009660106']
['2147.5117'],['428653.7'],['0.009145284']
['2071.9624'],['397346.2'],['0.009145284']
['1998.5599'],['395672.4'],['0.008748095']
['1924.5964'],['427061.3'],['0.009736788']
['2052.1086'],['458366.06'],['0.010555778']
['2295.279'],['422892.38'],['0.009580862']
['2154.085'],['418341.8'],['0.010144489']
['2176.1648'],['410811.44'],['0.009580862']
['2046.2175'],['428471.0'],['0.010597158']
['2346.3457'],['402742.38'],['0.009499027']
['2154.7102'],['430808.06'],['0.009660106']
['2118.8005'],['459071.25'],['0.010853532']
['2143.4326'],['398182.75'],['0.009499027']
['2051.1277'],['408619.06'],['0.009580862']
['2168.7263'],['408212.03'],['0.009327486']
['2112.1223'],['435233.8'],['0.009580862']
['2104.466'],['406859.5'],['0.009499027']
['2063.1953'],['396807.7'],['0.008851552']
['1999.5624'],['496252.16'],['0.010917262']
['2108.9353'],['396430.84'],['0.009145284']
['2015.547'],['404013.22'],['0.009237731']
['2104.1465'],['404013.22'],['397606.5']
