['37.808834'],['61882.395'],['0.0048957486']
['91.53359'],['46846.246'],['0.0045299693']
['44.162277'],['67896.87'],['0.0046877847']
['57.597782'],['46451.766'],['0.0046108705']
['56.512962'],['82199.44'],['0.0048957486']
['567.18787'],['143028.38'],['0.005124061']
['597.9863'],['47235.676'],['0.0045299693']
['44.694515'],['48627.805'],['0.0046108705']
['74.08073'],['54494.684'],['0.0046877847']
['107.67163'],['68068.484'],['0.004760825']
['90.963844'],['59129.26'],['0.0046108705']
['57.05515'],['56556.945'],['0.0046108705']
['53.268955'],['262564.5'],['0.0052622776']
['108.83811'],['214809.06'],['0.0053402004']
['131.35466'],['56977.24'],['0.0048957486']
['63.595543'],['52119.57'],['0.0046877847']
['46.293808'],['74033.05'],['0.0050719054']
['60.862713'],['55539.133'],['0.0046108705']
['50.040573'],['48768.145'],['0.0044449596']
['54.889'],['47663.395'],['0.0045299693']
['64.69174'],['82528.875'],['0.004760825']
['86.98826'],['54575.9'],['0.0046108705']
['65.7897'],['47338.664'],['0.0045299693']
['60.862713'],['47338.664'],['46916.2']
