['275332.53'],['63409524.0'],['0.2886405']
['291914.25'],['98858770.0'],['0.30353785']
['317654.22'],['87124750.0'],['0.2783079']
['334135.97'],['81497910.0'],['0.25712776']
['337422.84'],['80738000.0'],['0.2627406']
['354364.03'],['84498184.0'],['0.27298716']
['367505.53'],['86515336.0'],['0.2829332']
['371137.9'],['33712636.0'],['0.2171374']
['178455.12'],['33712636.0'],['0.21273877']
['187733.48'],['39682980.0'],['0.24486467']
['218761.16'],['36204370.0'],['0.22815414']
['176911.97'],['43700916.0'],['0.27393097']
['179008.67'],['40002628.0'],['0.2391188']
['189861.2'],['36393172.0'],['0.22797118']
['194418.44'],['49851810.0'],['0.27239117']
['189419.45'],['45715084.0'],['0.26706937']
['210593.86'],['49058490.0'],['0.27130657']
['173060.98'],['38852764.0'],['0.23466897']
['187471.05'],['37144824.0'],['0.23466897']
['182309.2'],['33712636.0'],['0.21069853']
['165492.83'],['34758404.0'],['0.22093408']
['188658.69'],['40371308.0'],['0.23291549']
['186133.05'],['38915156.0'],['0.22806266']
['192022.12'],['38915156.0'],['57732144.0']
