['8330.005'],['13740414.0'],['0.055523355']
['19823.275'],['7449832.0'],['0.036767393']
['14623.129'],['5188040.0'],['0.022139993']
['7813.5303'],['6066391.0'],['0.024771545']
['9562.465'],['6873715.0'],['0.02714758']
['10064.012'],['6854406.0'],['0.02835136']
['9686.188'],['6377389.0'],['0.025471529']
['9794.816'],['7888851.0'],['0.03593936']
['17105.846'],['7862324.5'],['0.029639376']
['9876.955'],['8896776.0'],['0.031002361']
['10843.713'],['8404730.0'],['0.031002361']
['12307.741'],['7086061.5'],['0.027572509']
['10799.961'],['9187177.0'],['0.036086872']
['17551.574'],['7374444.5'],['0.02911698']
['13241.3'],['8094137.5'],['0.034788333']
['15627.571'],['6574361.5'],['0.026780227']
['10381.94'],['6660284.0'],['0.026903002']
['10871.741'],['9684087.0'],['0.040802605']
['20879.723'],['7204746.0'],['0.0311697']
['12876.993'],['6711612.5'],['0.030155584']
['13064.151'],['6204193.5'],['0.025154598']
['10030.801'],['7258872.5'],['0.029233607']
['13030.481'],['8724352.0'],['0.038687438']
['15678.824'],['8724352.0'],['6018384.0']
