['19889.52'],['16899256.0'],['0.07360551']
['20003.352'],['15380828.0'],['0.06509298']
['19671.24'],['13083922.0'],['0.0643881']
['18939.332'],['19328462.0'],['0.0830384']
['19003.586'],['20651044.0'],['0.09204744']
['18518.67'],['20444454.0'],['0.093119405']
['19001.531'],['20614876.0'],['0.08997055']
['19893.133'],['20009906.0'],['0.08035511']
['21709.605'],['15098634.0'],['0.061688088']
['19403.719'],['9219914.0'],['0.042064488']
['21595.023'],['15744791.0'],['0.07094034']
['21354.543'],['15101068.0'],['0.061475']
['19757.068'],['18750532.0'],['0.07434805']
['20662.248'],['20556206.0'],['0.08136685']
['20892.453'],['21218322.0'],['0.08478293']
['21762.346'],['19335440.0'],['0.078879125']
['21601.371'],['16507104.0'],['0.06801018']
['21201.582'],['17466432.0'],['0.067440085']
['17280.047'],['16349687.0'],['0.07702947']
['18930.467'],['17520590.0'],['0.06666962']
['18393.688'],['14255604.0'],['0.051308434']
['19268.777'],['17857410.0'],['0.06519293']
['19596.498'],['16381593.0'],['0.05840939']
['18439.86'],['16381593.0'],['13950030.0']
