['1709.0544'],['606397.94'],['0.0106313685']
['1698.607'],['499698.94'],['0.009836454']
['2296.8088'],['515576.03'],['0.01035482']
['2367.4211'],['450789.94'],['0.00996413']
['2684.9321'],['486130.38'],['0.009703679']
['2301.6528'],['535903.56'],['0.010496905']
['2668.2751'],['632164.9'],['0.010531223']
['2650.2817'],['589411.5'],['0.01035482']
['2372.8464'],['480283.8'],['0.01035482']
['2164.2368'],['612607.94'],['0.011654097']
['2683.7017'],['651406.5'],['0.011046313']
['2202.0972'],['531530.4'],['0.012058873']
['2266.909'],['593303.1'],['0.011564598']
['2510.9429'],['634242.56'],['0.011720383']
['2353.8206'],['657896.4'],['0.010126697']
['2084.4265'],['425216.44'],['0.009922129']
['2294.0378'],['448061.12'],['0.0100464905']
['2422.6282'],['487836.56'],['0.0100464905']
['2025.33'],['633457.94'],['0.010531223']
['2285.7124'],['576272.7'],['0.010204792']
['2519.3862'],['400220.97'],['0.009748513']
['2369.4565'],['701262.8'],['0.011019381']
['2300.2695'],['698050.5'],['0.01090762']
['2476.95'],['698050.5'],['422520.34']
