['34012.41'],['36787050.0'],['0.07469251']
['29069.725'],['49265428.0'],['0.09784828']
['46122.69'],['32688818.0'],['0.0620276']
['34844.555'],['30658288.0'],['0.059863757']
['30756.807'],['38838104.0'],['0.06892731']
['31473.947'],['38933108.0'],['0.07247208']
['34119.707'],['38851850.0'],['0.07000824']
['31627.87'],['32760736.0'],['0.05869561']
['32644.56'],['33970710.0'],['0.06295462']
['31904.535'],['35760896.0'],['0.06701298']
['34065.707'],['38086256.0'],['0.074563056']
['32458.729'],['36503260.0'],['0.07034411']
['32098.748'],['32396558.0'],['0.063663356']
['30534.574'],['31358640.0'],['0.062313523']
['32722.203'],['37770172.0'],['0.074951015']
['33153.027'],['36990644.0'],['0.07286695']
['33833.336'],['45892268.0'],['0.092768855']
['36834.914'],['41716056.0'],['0.08542012']
['34595.027'],['42038664.0'],['0.080556564']
['35811.574'],['37473160.0'],['0.07725195']
['36236.305'],['38838670.0'],['0.07617114']
['36676.344'],['32215130.0'],['0.064016305']
['31327.295'],['34328836.0'],['0.06933376']
['32110.643'],['34328836.0'],['41113670.0']
