['55864.73'],['25897160.0'],['0.1881617']
['40835.543'],['22369268.0'],['0.16453996']
['71797.84'],['18174398.0'],['0.14512403']
['53611.52'],['25440590.0'],['0.15970509']
['62096.332'],['22217838.0'],['0.15450835']
['65249.703'],['23038182.0'],['0.16547962']
['64144.75'],['22451412.0'],['0.16435172']
['68634.5'],['21990734.0'],['0.15846129']
['62606.363'],['21115240.0'],['0.16198921']
['57353.707'],['26382652.0'],['0.17951293']
['65737.12'],['25269548.0'],['0.17280619']
['71367.59'],['25228628.0'],['0.16976662']
['73582.19'],['22071752.0'],['0.1542173']
['68900.555'],['23632914.0'],['0.15894023']
['64793.543'],['20396436.0'],['0.15065677']
['65345.566'],['24926352.0'],['0.17330986']
['68048.58'],['23071214.0'],['0.16094427']
['67056.26'],['25803072.0'],['0.16828208']
['68726.09'],['25796500.0'],['0.16198921']
['69391.52'],['23240146.0'],['0.14735718']
['59166.848'],['20429996.0'],['0.14656474']
['56020.434'],['19964820.0'],['0.14292735']
['59680.375'],['19209574.0'],['0.13503489']
['55132.895'],['19209574.0'],['26766890.0']
