['1401.3575'],['731524.1'],['0.0115803825']
['1660.2616'],['1131198.4'],['0.014969809']
['2880.6833'],['1259891.5'],['0.015089926']
['4690.9575'],['815301.0'],['0.013722504']
['4347.0264'],['1400782.0'],['0.0151118785']
['4784.718'],['2754540.8'],['0.015352562']
['4465.573'],['617311.4'],['0.011205608']
['3415.2766'],['672033.4'],['0.011846445']
['4382.914'],['911237.4'],['0.013979123']
['4569.3315'],['784194.1'],['0.013879527']
['4026.2327'],['537894.5'],['0.010384042']
['2809.6199'],['659227.5'],['0.010492172']
['2449.9336'],['2250593.0'],['0.01433873']
['3722.9106'],['936969.94'],['0.013556057']
['4181.266'],['800192.1'],['0.012645356']
['4504.922'],['1039542.25'],['0.01402743']
['4392.7114'],['977090.0'],['0.014166509']
['4451.8203'],['632923.8'],['0.010598721']
['2653.463'],['1270884.9'],['0.012419427']
['2808.6875'],['1361831.0'],['0.014674237']
['3954.9846'],['675778.1'],['0.011932347']
['4272.386'],['1374558.8'],['0.014801722']
['4327.0254'],['820479.3'],['0.013612606']
['4252.1577'],['820479.3'],['721988.4']
