['5905.1753'],['2901232.0'],['0.0264277']
['5107.8384'],['2357297.0'],['0.027970983']
['4761.8306'],['1957369.9'],['0.02734686']
['4264.828'],['2920581.0'],['0.02837886']
['4318.5356'],['2340550.5'],['0.027602952']
['4320.661'],['2569748.8'],['0.028083773']
['4346.696'],['2506131.8'],['0.028126018']
['4631.0854'],['2372964.0'],['0.027702257']
['4172.1694'],['1845269.6'],['0.027032413']
['3954.2603'],['2221707.8'],['0.027744763']
['5248.0137'],['2617752.0'],['0.028658543']
['4541.7705'],['2854475.0'],['0.028504878']
['5375.755'],['3086411.5'],['0.028602708']
['5417.202'],['2179887.2'],['0.02785798']
['5124.0186'],['2868754.8'],['0.02806969']
['4857.007'],['1985323.2'],['0.0272327']
['4596.754'],['3031246.8'],['0.028406885']
['4901.629'],['4098502.0'],['0.029585904']
['5477.7334'],['2954433.2'],['0.02837886']
['5197.005'],['2078640.6'],['0.0276739']
['4012.027'],['2084074.5'],['0.027375367']
['4176.9663'],['2731849.8'],['0.0284489']
['4333.4146'],['3155830.5'],['0.028839633']
['4748.141'],['3155830.5'],['2635950.0']
